Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline,Cluster
24,Maria Noella Zosa (PHL),2.0,1.0,1.0,13:04,36,36 m,RED,0,Dqpull,AIDA OCEANQUEST PHILIPPINES,Depth Competition,2023-05-26,other,2023-05-26,Maria Noella Zosa,PHL,5,10,4,2
3,Maria Olshevskaya (RUS),2.0,3.0,,00:00,50,50 m,RED,0.0,DQ Pull,Sail Sabang Freediving Competition 2017,Depth Competition,2017-11-27,other,2017-11-27,Maria Olshevskaya,RUS,11,4,4,1
6,Maria Sitti (CYP),2.0,3.0,,00:00,35,35 m,RED,0.0,Red DQ AIRWAYS,Infinity Depth Games II,Depth Competition,2016-10-02,other,2016-10-02,Maria Sitti,CYP,10,1,1,1
2,Maria Sitti (CYP),2.0,2.0,,00:00,53,0 m,RED,0.0,"Dqother, DNS, no tag",Infinity Depth Games 4   |  14-21 October 2018,Depth Competition,2018-10-20,other,2018-10-20,Maria Sitti,CYP,10,9,4,1
108,Maria Teresa Solomons (GBR),2.0,2.0,,00:00,68,-2 m,RED,0.0,DQSP,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Maria Teresa Solomons,GBR,6,11,2,1
3,Mariam Shalan (EGY),2.0,1.0,,00:00,25,25 m,RED,0.0,Dqtouch,Kingdom Depth Competition 2018,Depth Competition,2018-10-21,other,2018-10-21,Mariam Shalan,EGY,10,3,1,2
15,Mariam Shalan (EGY),2.0,2.0,,00:00,60,57 m,RED,0.0,"No tag,rp<ap,dqother",AIDA Dahab Championship  2nd,Depth Competition,2019-09-06,other,2019-09-06,Mariam Shalan,EGY,9,5,2,1
111,Marianna Gillespie (FRA),2.0,1.0,,00:00,55,55 m,RED,0.0,DQSP,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Marianna Gillespie,FRA,9,4,2,2
3,Marianna Gillespie (FRA),2.0,2.0,1.0,09:50,85,85 m,RED,0.0,Dqairways,Kalamata Depth Contest AIDA - July 2022,Depth Competition,2022-07-28,other,2022-07-28,Marianna Gillespie,FRA,7,43,9,0
8,Marianna Gillespie (FRA),2.0,3.0,1.0,10:20,104,104 m,RED,0.0,Dqbo-uw,Depth World Championship,Depth Competition,2022-08-23,World Championship,2022-08-23,Marianna Gillespie,FRA,8,46,25,0
2,Marianna Gillespie (FRA),2.0,3.0,,00:00,100,100 m,RED,0.0,"Dqbo-uw,dqpull",Kalamata Depth Contest AIDA - October 2022,Depth Competition,2022-10-22,other,2022-10-22,Marianna Gillespie,FRA,10,47,26,0
26,Marie Devanlay (FRA),2.0,1.0,,00:00,30,30 m,RED,0.0,DQSP,Nice Abyss contest 2013,Depth Competition,2013-07-06,NAC,2013-07-06,Marie Devanlay,FRA,7,2,1,2
4,Mariko Kaji (JPN),2.0,1.0,1.0,09:34,65,65 m,RED,0.0,"Dqtouch,dqpull",AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-23,Panglao,2022-06-23,Mariko Kaji,JPN,6,15,7,2
10,Marine Simonis (BEL),2.0,1.0,,00:00,60,60 m,RED,0.0,Dqbo-uw,Depth World Championship,Depth Competition,2021-09-26,World Championship,2021-09-26,Marine Simonis,BEL,9,10,8,2
15,Marion Chavanne (FRA),2.0,2.0,,00:00,50,0 m,RED,0.0,SP,Nice Abyss Contest 2017,Depth Competition,2017-07-21,NAC,2017-07-21,Marion Chavanne,FRA,7,8,7,1
19,Marion Chavanne (FRA),2.0,2.0,1.0,18:02,61,61 m,RED,0.0,"Dqsp,dqtouch",NICE ABYSS CONTEST 2019,Depth Competition,2019-06-23,NAC,2019-06-23,Marion Chavanne,FRA,6,12,11,1
2,Marion Chavanne (FRA),2.0,2.0,,00:00,74,74 m,RED,0.0,Dqsp,AIDA Blue Element 2019,Depth Competition,2019-11-27,other,2019-11-27,Marion Chavanne,FRA,11,19,18,0
9,María Belén De La Vega (ARG),2.0,2.0,,00:00,43,43 m,RED,0.0,DQSP,Nirvana Oceanquest Competition,Depth Competition,2016-06-05,other,2016-06-05,María Belén De La Vega,ARG,6,2,2,1
26,Megumi Matsumoto (JPN),2.0,3.0,,00:00,62,-2 m,RED,0.0,DQOTHER,Vertical Blue 2009,Depth Competition,2009-04-03,VB,2009-04-03,Megumi Matsumoto,JPN,4,27,17,0
16,Melissa Ponder (USA),2.0,1.0,1.0,12:00,42,39 m,RED,0.0,"Rpap,no tag,dqpull",Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-14,other,2021-10-14,Melissa Ponder,USA,10,8,3,2
19,Michelle Marsh (USA),2.0,3.0,,00:00,38,38 m,RED,0.0,DQOTHER,Freedive Paradise in 3D,Mixed Competition,2013-08-02,other,2013-08-02,Michelle Marsh,USA,8,1,1,1
56,Michelle Ooi (SGP),2.0,2.0,,00:00,22,22 m,RED,0.0,DQSP,Andaman 2012 Freediving Competition,Mixed Competition,2012-02-09,other,2012-02-09,Michelle Ooi,SGP,2,1,1,1
11,Michie Kokusyo (JPN),2.0,2.0,,00:00,45,45 m,RED,0.0,SP,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao,2016-09-22,Michie Kokusyo,JPN,9,3,1,1
16,Mieun Cho (KOR),2.0,1.0,2.0,09:45,40,40 m,RED,0.0,Dqairways,5th Korea Cup 2021 AIDA Depth Competition,Depth Competition,2021-10-30,other,2021-10-30,Mieun Cho,KOR,10,12,2,2
58,Mihaela Romic (HRV),2.0,3.0,,00:00,43,-2 m,RED,0.0,DQSP,Rab Dive Off 2009,Depth Competition,2009-07-03,other,2009-07-03,Mihaela Romic,HRV,7,1,1,1
26,Mijeong Kim (KOR),2.0,1.0,1.0,11:58,27,27 m,RED,0.0,Dqairways,6th Korea Cup 2022 AIDA Depth Competition,Depth Competition,2022-10-19,other,2022-10-19,Mijeong Kim,KOR,10,6,2,2
50,Misuzu Hirai (JPN),2.0,3.0,,00:00,68,-2 m,RED,0.0,DQOTHER,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Misuzu Hirai,JPN,4,23,17,0
119,Misuzu Okamoto (JPN),2.0,3.0,,00:00,92,60 m,RED,-32.0,DQSP,Suunto Vertical Blue 2015,Depth Competition,2015-04-27,VB,2015-04-27,Misuzu Okamoto,JPN,4,15,14,1
17,Misuzu Okamoto (JPN),2.0,3.0,,00:00,91,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-05-02,VB,2016-05-02,Misuzu Okamoto,JPN,5,24,22,0
11,Misuzu Okamoto (JPN),2.0,3.0,,00:00,94,0 m,RED,0.0,DNS,Vertical Blue 2017,Depth Competition,2017-05-09,VB,2017-05-09,Misuzu Okamoto,JPN,5,29,27,0
3,Miyako Ishida (JPN),2.0,3.0,,00:00,50,50 m,RED,0.0,Dqother,AIDA Freedive Panglao Japanese Cup 2019,Depth Competition,2019-09-08,Panglao,2019-09-08,Miyako Ishida,JPN,9,2,2,1
30,Miyoung Lee (KOR),2.0,2.0,1.0,11:10,14,14 m,RED,0.0,"Dqsp,dqairways",5th Korea Cup 2021 AIDA Depth Competition,Depth Competition,2021-10-30,other,2021-10-30,Miyoung Lee,KOR,10,2,2,1
19,Mojca Haberman (SVN),2.0,3.0,,00:00,70,70 m,RED,0.0,Dqsp,Authentic Big Blue 2019,Depth Competition,2019-09-25,other,2019-09-25,Mojca Haberman,SVN,9,3,2,1
1,Mojca Haberman (SVN),2.0,3.0,,00:00,73,73 m,RED,0.0,Dqbo,Authentic Big Blue 2019,Depth Competition,2019-09-27,other,2019-09-27,Mojca Haberman,SVN,9,4,3,1
2,Mojca Haberman (SVN),2.0,3.0,,00:00,67,66 m,RED,0.0,Dqbo,Authentic Big Blue 2019,Depth Competition,2019-09-28,other,2019-09-28,Mojca Haberman,SVN,9,5,4,1
19,Mojca Haberman (SVN),2.0,2.0,2.0,10:35,66,66 m,RED,0.0,"Dqairways,dqsp",Depth World Championship,Depth Competition,2021-09-24,World Championship,2021-09-24,Mojca Haberman,SVN,9,7,2,1
51,Monika Zawistowska (POL),2.0,2.0,,00:00,50,50 m,RED,0.0,DQSP,7th AIDA Mediterranean World Cup,World Championship,2014-06-15,World Championship,2014-06-15,Monika Zawistowska,POL,6,2,2,1
121,Motoko Ishiwata (JPN),2.0,1.0,,00:00,30,17 m,RED,-13.0,DQSP,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Motoko Ishiwata,JPN,11,16,9,2
16,Nadia Juillard (CHE),2.0,3.0,,00:00,41,41 m,RED,0.0,DQSP,Swiss Championship Lake 2017,Depth Competition,2017-08-26,other,2017-08-26,Nadia Juillard,CHE,8,2,1,1
3,Nam Sungsuk (KOR),2.0,3.0,,00:00,48,48 m,RED,0.0,Coach Dive,Asian Freediving Cup 2017,Depth Competition,2017-06-03,other,2017-06-03,Nam Sungsuk,KOR,6,1,1,1
13,Nannaphat Sirison (THA),2.0,2.0,1.0,10:46,50,50 m,RED,0,Dqbo-surface,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27,Panglao,2023-06-27,Nannaphat Sirison,THA,6,6,3,1
21,Natalia Molchanova (RUS),2.0,3.0,,00:00,103,-2 m,RED,0.0,DQBO,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Natalia Molchanova,RUS,4,26,15,0
23,Natalia Molchanova (RUS),2.0,3.0,,00:00,102,-2 m,RED,0.0,DQBO,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Natalia Molchanova,RUS,4,28,17,0
24,Natalia Molchanova (RUS),2.0,3.0,,00:00,100,-2 m,RED,0.0,DQBO,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Natalia Molchanova,RUS,4,29,18,0
28,Natalia Molchanova (RUS),2.0,1.0,,00:00,64,64 m,RED,0.0,DQOTHER,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Natalia Molchanova,RUS,9,32,6,2
28,Natalia Molchanova (RUS),2.0,3.0,,00:00,88,88 m,RED,88.0,DIS,World Championship 2012,World Championship,2012-09-09,World Championship,2012-09-09,Natalia Molchanova,RUS,9,36,22,0
6,Natalia Zharkova (UKR),2.0,3.0,,00:00,86,86 m,RED,0.0,-,RedCcup,Mixed Competition,2015-08-27,other,2015-08-27,Natalia Zharkova,UKR,8,13,7,1
4,Natalia Zharkova (UKR),2.0,3.0,,00:00,90,90 m,RED,0.0,DQSP,RedCcup,Competition,2015-08-27,other,2015-08-27,Natalia Zharkova,UKR,8,15,8,1
84,Natalia Zharkova (UKR),2.0,1.0,,00:00,62,62 m,RED,0.0,DQBO,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Natalia Zharkova,UKR,9,18,5,2
8,Natalia Zharkova (UKR),2.0,3.0,,00:00,86,86 m,RED,0.0,DQ SP,Red C cup (4th edition),Depth Competition,2016-06-23,other,2016-06-23,Natalia Zharkova,UKR,6,20,11,1
10,Natalia Zharkova (UKR),2.0,1.0,,00:00,70,70 m,RED,0.0,Dqairways,AIDA Caribbean Cup 2019,Depth Competition,2019-08-02,other,2019-08-02,Natalia Zharkova,UKR,8,38,11,0
16,Natalie Rudman (ZAF),2.0,2.0,,00:00,54,54 m,RED,0.0,Dqairways,Asian Freediving Cup 2019,Depth Competition,2019-06-10,other,2019-06-10,Natalie Rudman,ZAF,6,18,7,1
1,Nataliia Chernoborodova (RUS),2.0,1.0,,00:00,41,41 m,RED,0.0,Dqpull,Depth World Championship,Depth Competition,2021-09-26,World Championship,2021-09-26,Nataliia Chernoborodova,RUS,9,6,3,2
22,Natasha Morrison (GBR),2.0,2.0,1.0,12:28,32,12 m,RED,0.0,"No tag,rp<ap,dqsp",Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-16,other,2021-10-16,Natasha Morrison,GBR,10,9,8,1
67,Nataša Stipanov (HRV),2.0,3.0,,00:00,32,-2 m,RED,0.0,DQSP,AIDA Freediving RAB OFF,Depth Competition,2008-07-12,other,2008-07-12,Nataša Stipanov,HRV,7,1,1,1
69,Nataša Stipanov (HRV),2.0,2.0,,00:00,42,-2 m,RED,0.0,DQSP,AIDA Freediving RAB OFF,Depth Competition,2008-07-12,other,2008-07-12,Nataša Stipanov,HRV,7,3,1,1
13,Nathalie Rémillard (CAN),2.0,2.0,,00:00,31,31 m,RED,0.0,Dqsp,DahabApnea Spring Comp,Depth Competition,2019-05-29,other,2019-05-29,Nathalie Rémillard,CAN,5,3,2,1
7,Nayelli Loza (MEX),2.0,1.0,,00:00,21,21 m,RED,0.0,Dqsp,Aida Azul freediving Challenge - September 2022 edition,Depth Competition,2022-09-25,other,2022-09-25,Nayelli Loza,MEX,9,2,1,2
2,Nicky Margieson Schellander (GBR),2.0,1.0,,00:00,20,20 m,RED,0.0,"Dqsp,dqother",Saltfree Double Dip 2019,Depth Competition,2019-07-21,other,2019-07-21,Nicky Margieson Schellander,GBR,7,7,2,2
71,Nicola Roderick (NZL),2.0,1.0,,00:00,55,-2 m,RED,0.0,DQOTHER,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Nicola Roderick,NZL,4,16,12,2
1,Nicolas Justine (FRA),2.0,3.0,,00:00,40,0 m,RED,0.0,DQ OTHER,Nice Abyss Contest 2018,Depth Competition,2018-06-23,NAC,2018-06-23,Nicolas Justine,FRA,6,1,1,1
6,Nicole Edensbo (SWE),2.0,1.0,,00:00,52,52 m,RED,0.0,Dqbo,Cyprus Depth Games 2019.,Depth Competition,2019-07-27,other,2019-07-27,Nicole Edensbo,SWE,7,6,3,2
20,Nicole Müller (DEU),2.0,2.0,,00:00,50,38 m,RED,0.0,"DQSP (not finished), short, tag",Red C cup (9th edition),Mixed Competition,2017-10-24,other,2017-10-24,Nicole Müller,DEU,10,3,2,1
18,Nitzan Katz (ISR),2.0,2.0,1.0,14:10,60,60 m,RED,0.0,Dqsp,AIDA Freediving World CUP,Depth Competition,2021-11-19,World Championship,2021-11-19,Nitzan Katz,ISR,11,4,1,1
5,Nitzan Katz (ISR),2.0,3.0,1.0,09:40,75,75 m,RED,0.0,Dqbo-surface,AIDA Free2Dive Cyprus Depth Games,Depth Competition,2022-09-17,other,2022-09-17,Nitzan Katz,ISR,9,8,7,1
20,Nora Lestari (IDN),2.0,1.0,,00:00,26,0 m,RED,0.0,-,Freedive Panglao Depth Challenge,Depth Competition,2016-05-02,Panglao,2016-05-02,Nora Lestari,IDN,5,5,2,2
49,Nurzawirah Abdulawi (MYS),2.0,2.0,,00:00,25,25 m,RED,0.0,DQSP,One Breath Jamboree,Depth Competition,2013-10-30,other,2013-10-30,Nurzawirah Abdulawi,MYS,10,1,1,1
3,Odessa Bugarin (PHL),2.0,3.0,,00:00,33,0 m,RED,0.0,DNS,2nd S.E.A Freediving Challenge,Mixed Competition,2016-01-30,other,2016-01-30,Odessa Bugarin,PHL,1,1,1,1
3,Odessa Bugarin (PHL),2.0,1.0,,00:00,0,0 m,RED,0.0,DNS,2nd S.E.A Freediving Challenge,Mixed Competition,2016-01-31,other,2016-01-31,Odessa Bugarin,PHL,1,2,1,2
2,Odessa Bugarin (PHL),2.0,3.0,,00:00,33,33 m,RED,0.0,DQSP,Freedive Panglao June Minicomp,Depth Competition,2017-06-24,Panglao,2017-06-24,Odessa Bugarin,PHL,6,3,2,1
5,Olga Davydova (RUS),2.0,1.0,1.0,10:40,43,43 m,RED,0.0,Dqsp,Cherekel Challenge AIDA,Depth Competition,2021-06-11,other,2021-06-11,Olga Davydova,RUS,6,10,3,2
20,Olga Davydova (RUS),2.0,2.0,,00:00,65,65 m,RED,0.0,Dqairways,AIDA WORLD CHAMPIONSHIPS PRE-COMPETITION ANDIKAT INTERREG V-A,Depth Competition,2021-09-12,World Championship,2021-09-12,Olga Davydova,RUS,9,15,5,1
34,Olga Davydova (RUS),2.0,1.0,1.0,11:30,54,54 m,RED,0.0,Dqbo-surface,Depth World Championship,Depth Competition,2021-09-27,World Championship,2021-09-27,Olga Davydova,RUS,9,17,5,2
5,Olga Davydova (RUS),2.0,3.0,1.0,10:50,84,84 m,RED,0.0,Dqpull,AIDA Freediving World CUP,Depth Competition,2021-11-19,World Championship,2021-11-19,Olga Davydova,RUS,11,20,8,1
7,Olga Markina (RUS),2.0,3.0,1.0,21:00,85,85 m,RED,0.0,Dqbo,Russian Open depth Championship 2019,Depth Competition,2019-05-22,other,2019-05-22,Olga Markina,RUS,5,8,5,1
17,Olga Markina (RUS),2.0,2.0,,00:00,65,65 m,RED,0.0,Dqbo-uw,AIDA Freediving World CUP,Depth Competition,2021-05-14,World Championship,2021-05-14,Olga Markina,RUS,5,13,2,1
19,Olga Rodnova (RUS),2.0,2.0,,00:00,71,71 m,RED,0.0,Dqsp,Red C cup (12th edition),Mixed Competition,2018-10-22,other,2018-10-22,Olga Rodnova,RUS,10,10,5,1
16,Olga Rodnova (RUS),2.0,3.0,,00:00,77,77 m,RED,0.0,Dqbo,Red C cup (12th edition),Mixed Competition,2018-10-23,other,2018-10-23,Olga Rodnova,RUS,10,11,6,1
4,Olga Rodnova (RUS),2.0,2.0,,00:00,70,70 m,RED,0.0,Dqairways,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22,World Championship,2020-09-22,Olga Rodnova,RUS,9,18,10,1
10,Pauliina Hallama (FIN),2.0,3.0,,00:00,30,30 m,RED,0.0,DQSP,Asikkala Depth Challenge 2014,Depth Competition,2014-07-27,other,2014-07-27,Pauliina Hallama,FIN,7,1,1,1
14,Petra Maricic (HRV),2.0,2.0,,00:00,40,40 m,RED,0.0,"Dqsp,dqtouch",ADC AIDA competition,Depth Competition,2021-08-31,other,2021-08-31,Petra Maricic,HRV,8,12,6,1
8,Petra Maricic (HRV),2.0,2.0,,00:00,39,39 m,RED,0.0,Dqairways,"AIDA ADRIATIC DEPTH TROPHY - Croatian, Slovenian, Serbian and Hungarian OPEN National Championship",Depth Competition,2021-09-11,other,2021-09-11,Petra Maricic,HRV,9,16,8,1
15,Prudence Y.M. Lau (HKG),2.0,3.0,,00:00,20,20 m,RED,0.0,DQSP,Freedive Panglao Depth Challenge 2015,Depth Competition,2015-05-02,Panglao,2015-05-02,Prudence Y.M. Lau,HKG,5,1,1,1
18,Qihong Han (CHN),2.0,1.0,1.0,16:40,40,40 m,RED,0.0,Dqpull,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-09,World Championship,2022-08-09,Qihong Han,CHN,8,5,2,2
1,Qin Luo (CHN),2.0,1.0,,00:00,28,28 m,RED,0.0,DQSP (airway),BESTDIVE Freediving Depth Challenge Cup 2017 ,Depth Competition,2017-09-18,other,2017-09-18,Qin Luo,CHN,9,2,1,2
9,Qin Luo (CHN),2.0,3.0,,00:00,50,50 m,RED,0.0,Pull,Sabang International Freediving Competition 2018,Depth Competition,2018-11-04,other,2018-11-04,Qin Luo,CHN,11,3,2,1
19,Qin Luo (CHN),2.0,1.0,1.0,16:50,54,54 m,RED,0.0,"Dqairways,dqsp,dqbo-surface",AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-02,World Championship,2022-08-02,Qin Luo,CHN,8,13,6,2
17,Qin Luo (CHN),2.0,1.0,1.0,16:50,54,54 m,RED,0.0,Dqpull,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-05,World Championship,2022-08-05,Qin Luo,CHN,8,15,7,2
14,Qin Luo (CHN),2.0,1.0,1.0,16:00,55,55 m,RED,0.0,"Dqairways,dqbo-surface,dqpull",AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-08,World Championship,2022-08-08,Qin Luo,CHN,8,17,8,2
23,Qin Luo (CHN),2.0,2.0,,00:00,70,70 m,RED,0.0,Dqbo-surface,Authentic Big Blue 2022 - AIDA,Depth Competition,2022-09-20,other,2022-09-20,Qin Luo,CHN,9,19,5,1
16,Raghda Ezzeldin Aly (EGY),2.0,1.0,,00:00,30,30 m,RED,0.0,DQBO,Red C cup (6th edition),Mixed Competition,2016-11-03,other,2016-11-03,Raghda Ezzeldin Aly,EGY,11,1,1,2
22,Rahel Zemoi (SWE),2.0,3.0,,00:00,50,-2 m,RED,0.0,DQSP,Triple Depth 2008,Depth Competition,2008-06-10,other,2008-06-10,Rahel Zemoi,SWE,6,1,1,1
204,Reiko Asakura (JPN),2.0,3.0,,00:00,53,51 m,RED,-3.0,DQBO,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Reiko Asakura,JPN,9,8,8,1
17,Renee Blundon (USA),2.0,2.0,2.0,10:25,73,72 m,RED,0.0,"Rpap,no tag,dqairways,dqsp",Depth World Championship,Depth Competition,2021-09-24,World Championship,2021-09-24,Renee Blundon,USA,9,28,24,0
6,Rose Winters (USA),2.0,1.0,,00:00,20,20 m,RED,0.0,Dqlatestart,AIDA Freediving New Zealand Depth Nationals 2022,Depth Competition,2022-03-19,other,2022-03-19,Rose Winters,USA,3,2,1,2
1,Rosibel Molina (CUB),2.0,1.0,,00:00,38,38 m,RED,0.0,Dqpull,Blue Element 2016,Depth Competition,2016-11-05,other,2016-11-05,Rosibel Molina,CUB,11,6,2,2
1,Rosibel Molina (CUB),2.0,2.0,,00:00,56,56 m,RED,0.0,Dqother,Blue Element 2016,Depth Competition,2016-11-10,other,2016-11-10,Rosibel Molina,CUB,11,9,3,1
33,Ruth Osborn (GBR),2.0,1.0,2.0,11:25,54,54 m,RED,0.0,Dqbo-surface,Depth World Championship,Depth Competition,2021-09-27,World Championship,2021-09-27,Ruth Osborn,GBR,9,10,9,2
13,Ruth Osborn (GBR),2.0,1.0,1.0,14:36,58,58 m,RED,0.0,Dqairways,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-28,World Championship,2022-10-28,Ruth Osborn,GBR,10,13,11,2
18,Ruth Osborn (GBR),2.0,1.0,1.0,15:10,58,58 m,RED,0.0,Dqbo-surface,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-30,World Championship,2022-10-30,Ruth Osborn,GBR,10,14,12,2
18,Ruth Osborn (GBR),2.0,1.0,1.0,13:50,61,61 m,RED,0.0,"Dqairways,dqbo-surface",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-15,World Championship,2023-05-15,Ruth Osborn,GBR,5,15,13,2
20,Ruth Osborn (GBR),2.0,1.0,1.0,14:18,61,61 m,RED,0.0,Dqsp,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21,World Championship,2023-05-21,Ruth Osborn,GBR,5,17,14,2
15,Ruth Osborn (GBR),2.0,1.0,1.0,13:44,61,43 m,RED,0.0,"Rpap,no tag,dqpull",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22,World Championship,2023-05-22,Ruth Osborn,GBR,5,18,15,2
16,Ryoko Kemmotsu (JPN),2.0,2.0,1.0,11:40,56,56 m,RED,0.0,Dqbo-surface,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-10,other,2023-06-10,Ryoko Kemmotsu,JPN,6,4,4,1
28,Sa Ik Yoon (KOR),2.0,3.0,,00:00,40,40 m,RED,0.0,Dip,Freedive Panglao Depth Challenge,Depth Competition,2016-04-30,Panglao,2016-04-30,Sa Ik Yoon,KOR,4,1,1,1
2,Sachiko Fukumoto (JPN),2.0,3.0,,00:00,45,45 m,RED,0.0,"DQ airways, start",Sail Sabang Freediving Competition 2017,Depth Competition,2017-11-27,other,2017-11-27,Sachiko Fukumoto,JPN,11,6,1,1
39,Sahika Ercumen (TUR),2.0,3.0,,00:00,60,-2 m,RED,0.0,DQOTHER,Freedive Dahab Mini Comp 2010,Depth Competition,2010-05-21,other,2010-05-21,Sahika Ercumen,TUR,5,1,1,1
6,Sahika Ercumen (TUR),2.0,2.0,1.0,13:50,77,77 m,RED,0.0,Dqsp,AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-25,World Championship,2022-05-25,Sahika Ercumen,TUR,5,10,5,1
18,Sahika Ercumen (TUR),2.0,2.0,1.0,12:22,92,92 m,RED,0.0,Dqbo-uw,Vertical Blue 2022 AIDA,Depth Competition,2022-08-03,VB,2022-08-03,Sahika Ercumen,TUR,8,14,7,1
13,Sahika Ercumen (TUR),2.0,2.0,,00:00,88,88 m,RED,0.0,Dqsp,Vertical Blue 2022 AIDA,Depth Competition,2022-08-06,VB,2022-08-06,Sahika Ercumen,TUR,8,15,8,1
52,Samantha Kildeggard (ARG),2.0,2.0,,00:00,29,29 m,RED,0.0,R,Big Blue,Depth Competition,2015-11-01,other,2015-11-01,Samantha Kildeggard,ARG,11,3,2,1
23,Sanda Delija (HRV),2.0,2.0,,00:00,65,0 m,RED,0.0,DQSP,Nice Abyss Contest 2018,Depth Competition,2018-06-23,NAC,2018-06-23,Sanda Delija,HRV,6,2,2,1
18,Sanda Delija (HRV),2.0,3.0,2.0,17:27,65,61 m,RED,0.0,"No tag,rp<ap,dqother",AIDA Depth World Championship 2019,World Championship,2019-09-12,World Championship,2019-09-12,Sanda Delija,HRV,9,8,3,1
7,Sanda Delija (HRV),2.0,2.0,,00:00,75,75 m,RED,0.0,Dqother,AIDA Blue Element 2019,Depth Competition,2019-11-21,other,2019-11-21,Sanda Delija,HRV,11,10,7,1
4,Sanda Delija (HRV),2.0,1.0,,00:00,60,46 m,RED,0,"No tag,under ap,dqother",Pakostane depth challenge 23,Depth Competition,2023-07-01,other,2023-07-01,Sanda Delija,HRV,7,24,3,2
11,Sanghee Park (KOR),2.0,3.0,,00:00,30,5 m,RED,0.0,DQSP,Freediving 815 (K-well festival) ,Team Competition,2018-08-18,other,2018-08-18,Sanghee Park,KOR,8,1,1,1
7,Sanghee Park (KOR),2.0,3.0,,00:00,30,30 m,RED,0.0,DQAirway,Freediving 815 (K-well festival) ,Team Competition,2018-08-19,other,2018-08-19,Sanghee Park,KOR,8,2,2,1
91,Sara Campbell (GBR),2.0,3.0,,00:00,100,-2 m,RED,0.0,DQBO,Vertical Blue 2009,Depth Competition,2009-04-03,VB,2009-04-03,Sara Campbell,GBR,4,16,9,1
1,Sara Campbell (GBR),2.0,3.0,,00:00,100,-2 m,RED,0.0,DQBO,Blue Hole No More,Depth Competition,2009-06-27,other,2009-06-27,Sara Campbell,GBR,6,20,13,1
4,Sasa Jeremic (CYP),2.0,3.0,,00:00,35,22 m,RED,-13.0,DQOTHER,1st Infinity Depth Games 2014,Depth Competition,2014-10-22,other,2014-10-22,Sasa Jeremic,CYP,10,6,5,1
1,Sayuri Kinoshita (JPN),2.0,2.0,,00:00,81,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-23,VB,2016-04-23,Sayuri Kinoshita,JPN,4,20,8,1
9,Sayuri Kinoshita (JPN),2.0,2.0,,00:00,82,82 m,RED,0.0,-,Freedive Panglao June Minicompetition,Depth Competition,2016-06-22,Panglao,2016-06-22,Sayuri Kinoshita,JPN,6,25,11,0
4,Sayuri Kinoshita (JPN),2.0,1.0,,00:00,73,73 m,RED,0.0,DQ BO Pull,Caribbean Cup 2018,Depth Competition,2018-05-18,other,2018-05-18,Sayuri Kinoshita,JPN,5,35,10,2
4,Sayuri Kinoshita (JPN),2.0,1.0,,00:00,65,65 m,RED,0.0,DQ Pull,Caribbean Cup 2018,Depth Competition,2018-05-23,other,2018-05-23,Sayuri Kinoshita,JPN,5,38,11,0
3,Seongeun Kim (KOR),2.0,3.0,,00:00,40,40 m,RED,0.0,"Dqother, Touch",Korea Cup 2018 Depth Competition,Depth Competition,2018-10-03,other,2018-10-03,Seongeun Kim,KOR,10,2,1,1
