Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline,Cluster
2,Jessea Wenjie Lu (CHN),2.0,3.0,1.0,09:10,87,72 m,RED,0.0,"No tag,under ap,dqpull",Vertical Blue 2022 AIDA,Depth Competition,2022-08-03,VB,2022-08-03,Jessea Wenjie Lu,CHN,8,35,13,0
7,Jie Dong (CHN),2.0,3.0,,00:00,70,70 m,RED,0.0,DQ Pull Start,Sail Sabang Freediving Competition 2017,Depth Competition,2017-11-27,other,2017-11-27,Jie Dong,CHN,11,6,4,1
49,Jie Dong (CHN),2.0,3.0,,00:00,71,66 m,RED,0.0,"No tag,rp<ap,dqother",Asian Freediving Cup 2019,Depth Competition,2019-06-09,other,2019-06-09,Jie Dong,CHN,6,8,5,1
2,Jie Dong (CHN),2.0,3.0,1.0,09:12,90,2 m,RED,0.0,"No tag,under ap,dqsp",AIDA Panglao Depth Championship 2022 - Encore!,Depth Competition,2022-09-16,Panglao,2022-09-16,Jie Dong,CHN,9,25,14,0
2,Jie Dong (CHN),2.0,3.0,1.0,09:12,90,90 m,RED,0.0,"Dqsp,dqtouch",AIDA Panglao Depth Championship 2022 - Encore!,Depth Competition,2022-09-18,Panglao,2022-09-18,Jie Dong,CHN,9,26,15,0
6,Jie Dong (CHN),2.0,3.0,1.0,10:30,82,78 m,RED,0,"No tag,under ap,dqcheck-in",CAMOTES AIDA FREEDIVING CHALLENGE,Depth Competition,2023-03-31,other,2023-03-31,Jie Dong,CHN,3,27,16,0
1,Jie Dong (CHN),2.0,3.0,1.0,09:00,94,94 m,RED,0.0,Dqsp,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-14,other,2023-06-14,Jie Dong,CHN,6,32,20,0
5,Jihyun Kim (KOR),2.0,2.0,1.0,09:40,60,10 m,RED,0.0,"No tag,under ap,dqother",AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-09-10,Panglao,2022-09-10,Jihyun Kim,KOR,9,3,1,1
8,Jindřiška Martínková (CZE),2.0,2.0,,00:00,50,50 m,RED,0,Dqbo-surface,Pakostane depth challenge 23,Depth Competition,2023-07-02,other,2023-07-02,Jindřiška Martínková,CZE,7,1,1,1
2,Jindřiška Zajacová (CZE),2.0,2.0,,00:00,66,66 m,RED,0.0,Dqother,Authentic Big Blue 2019,Depth Competition,2019-09-23,other,2019-09-23,Jindřiška Zajacová,CZE,9,3,2,1
21,Jingzhe Li (CHN),2.0,2.0,,00:00,68,68 m,RED,0.0,Dqother,Asian Freediving Cup 2019,Depth Competition,2019-06-10,other,2019-06-10,Jingzhe Li,CHN,6,15,4,1
8,Jiseon Park (KOR),2.0,3.0,,00:00,25,25 m,RED,0.0,Dqsp,AIDA 2021 DFS 1st Recreational Competition,Depth Competition,2021-06-19,other,2021-06-19,Jiseon Park,KOR,6,1,1,1
2,Jiseon Park (KOR),2.0,3.0,,00:00,50,39 m,RED,0.0,"No tag,under ap,dqother",10.3 JEJU DEEP CHALLANGE AIDA,Depth Competition,2022-10-02,other,2022-10-02,Jiseon Park,KOR,10,3,3,1
2,Jiseon Park (KOR),2.0,3.0,,00:00,51,51 m,RED,0.0,Dqsp,10.3 JEJU DEEP CHALLANGE AIDA,Depth Competition,2022-10-03,other,2022-10-03,Jiseon Park,KOR,10,4,4,1
7,Jisu Lee (KOR),2.0,2.0,1.0,10:30,66,66 m,RED,0.0,Dqbo-uw,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-08,World Championship,2022-10-08,Jisu Lee,KOR,10,7,2,1
14,Jisu Lee (KOR),2.0,1.0,1.0,11:50,40,40 m,RED,0.0,Dqpull,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-15,World Championship,2022-10-15,Jisu Lee,KOR,10,9,3,2
32,Juhui Kim (KOR),2.0,1.0,1.0,12:46,22,22 m,RED,0.0,Dqbo-surface,6th Korea Cup 2022 AIDA Depth Competition,Depth Competition,2022-10-19,other,2022-10-19,Juhui Kim,KOR,10,2,1,2
1,Julie Gautier (FRA),2.0,3.0,,00:00,73,-2 m,RED,0.0,DQOTHER,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Julie Gautier,FRA,6,12,10,1
14,June Choi (KOR),2.0,2.0,,00:00,65,37 m,RED,0.0,"No tag,rp<ap,dqsp",Red C cup (12th edition),Mixed Competition,2018-10-22,other,2018-10-22,June Choi,KOR,10,4,4,1
13,Jung A Kim (KOR),2.0,1.0,,00:00,40,40 m,RED,0.0,DQSP,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,2017-06-05,Jung A Kim,KOR,6,3,1,2
32,Junko Kitahama (JPN),2.0,3.0,,00:00,60,-2 m,RED,0.0,DQSP,5th AIDA Individual World Championship 2009,World Championship,2009-12-03,World Championship,2009-12-03,Junko Kitahama,JPN,12,25,18,0
29,Junko Kitahama (JPN),2.0,1.0,,00:00,50,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Junko Kitahama,JPN,4,34,8,2
30,Junko Kitahama (JPN),2.0,1.0,,00:00,52,-2 m,RED,0.0,DQBO,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Junko Kitahama,JPN,4,35,9,2
35,Junko Kitahama (JPN),2.0,1.0,,00:00,53,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Junko Kitahama,JPN,4,40,10,0
35,Junko Kitahama (JPN),2.0,1.0,,00:00,55,55 m,RED,0.0,DQBO,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Junko Kitahama,JPN,9,41,11,0
30,Junko Kitahama (JPN),2.0,1.0,,00:00,52,36 m,RED,-16.0,DQOTHER,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Junko Kitahama,JPN,11,48,13,0
34,Junko Kitahama (JPN),2.0,1.0,,00:00,57,57 m,RED,0.0,DQSP,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Junko Kitahama,JPN,11,52,14,0
12,Junko Kitahama (JPN),2.0,2.0,,00:00,71,67 m,RED,-4.0,DQBO,Vertical Blue 2013,Depth Competition,2013-11-09,VB,2013-11-09,Junko Kitahama,JPN,11,59,11,0
16,Ka Wing Ng (HKG),2.0,2.0,,00:00,47,47 m,RED,0.0,DQ BO,Red C cup (6th edition),Mixed Competition,2016-11-05,other,2016-11-05,Ka Wing Ng,HKG,11,3,3,1
18,Ka Wing Ng (HKG),2.0,2.0,,00:00,48,48 m,RED,0.0,DQBO (airways),Red C cup (9th edition),Mixed Competition,2017-10-24,other,2017-10-24,Ka Wing Ng,HKG,10,5,4,1
5,Ka Wing Ng (HKG),2.0,2.0,,00:00,48,48 m,RED,0.0,DQBO,Red C cup (9th edition),Mixed Competition,2017-10-26,other,2017-10-26,Ka Wing Ng,HKG,10,6,5,1
259,Karin Gebauer (AUT),2.0,3.0,,00:00,45,40 m,RED,35.0,DIS,World Championship 2012,World Championship,2012-09-09,World Championship,2012-09-09,Karin Gebauer,AUT,9,5,3,1
4,Karoline Meyer (BRA),2.0,1.0,,00:00,35,-2 m,RED,0.0,DQBO,Vertical Blue 2008,Depth Competition,2008-04-01,VB,2008-04-01,Karoline Meyer,BRA,4,10,2,2
10,Katarina Linczenyiova (SVK),2.0,3.0,,00:00,80,66 m,RED,-15.0,DQOTHER,Little Blue Hole Competition,Mixed Competition,2013-08-24,other,2013-08-24,Katarina Linczenyiova,SVK,8,1,1,1
17,Katarina Linczenyiova (SVK),2.0,1.0,,00:00,51,40 m,RED,-12.0,DQOTHER,Australian Depth National Championship,Depth Competition,2015-08-27,other,2015-08-27,Katarina Linczenyiova,SVK,8,22,4,2
19,Katarzyna Ralska (FRA),2.0,3.0,1.0,12:18,46,33 m,RED,0.0,"No tag,rp<ap,dqother",NAC AIDA 2021,Depth Competition,2021-06-20,NAC,2021-06-20,Katarzyna Ralska,FRA,6,2,2,1
19,Kate Middleton (NZL),2.0,3.0,,00:00,98,98 m,RED,0.0,DQBO,AIDA World Depth Championship 2017,World Championship,2017-08-25,World Championship,2017-08-25,Kate Middleton,NZL,8,35,16,0
4,Katherine Marroquin (COL),2.0,2.0,,00:00,35,27 m,RED,0.0,DQ SP,COPA AIDA DELPHINUS 2016,Depth Competition,2016-11-20,other,2016-11-20,Katherine Marroquin,COL,11,4,4,1
17,Kathleen Macdonald (IRL),2.0,1.0,,00:00,42,42 m,RED,0.0,"Dqsp,dqairways",Authentic Big Blue 2022 - AIDA,Depth Competition,2022-09-20,other,2022-09-20,Kathleen Macdonald,IRL,9,6,1,2
8,Kathryn Nevatt (NZL),2.0,3.0,,00:00,50,-2 m,RED,0.0,DQBO,Ocean Hunter Deep Obsession 08,Mixed Competition,2008-11-15,other,2008-11-15,Kathryn Nevatt,NZL,11,11,6,1
63,Kathryn Nevatt (NZL),2.0,1.0,,00:00,55,-2 m,RED,0.0,DQBO,Vertical Blue 2009,Depth Competition,2009-04-03,VB,2009-04-03,Kathryn Nevatt,NZL,4,17,9,2
2,Kathryn Nevatt (NZL),2.0,1.0,,00:00,54,-2 m,RED,0.0,DQBO,The Dahab Rubber Festival Competiton,Depth Competition,2009-10-24,other,2009-10-24,Kathryn Nevatt,NZL,10,23,11,2
7,Kathryn Nevatt (NZL),2.0,1.0,,00:00,54,-2 m,RED,0.0,DQBO,Deans Blue Hole Crew,Depth Competition,2009-12-02,other,2009-12-02,Kathryn Nevatt,NZL,12,24,12,2
60,Kathryn Nevatt (NZL),2.0,1.0,,00:00,51,-2 m,RED,0.0,DQBO,5th AIDA Individual World Championship 2009,World Championship,2009-12-03,World Championship,2009-12-03,Kathryn Nevatt,NZL,12,25,13,2
1,Kathryn Wierenga (USA),2.0,1.0,,00:00,5,5 m,RED,0.0,DQ SP,Sail Sabang Freediving Competition 2017,Depth Competition,2017-11-27,other,2017-11-27,Kathryn Wierenga,USA,11,1,1,2
6,Katie Mccarthy (USA),2.0,1.0,,00:00,42,42 m,RED,0.0,Dqsp,AIDA Azul freediving challenge 2022 - June edition,Depth Competition,2022-06-05,other,2022-06-05,Katie Mccarthy,USA,6,5,5,2
15,Kayo Oda (JPN),2.0,2.0,1.0,13:44,48,48 m,RED,0,Dqbo-surface,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15,other,2023-03-15,Kayo Oda,JPN,3,1,1,1
80,Kerry Hollowell (USA),2.0,3.0,,00:00,50,50 m,RED,0.0,DQSP,Caribbean Cup 2014,Depth Competition,2014-05-25,other,2014-05-25,Kerry Hollowell,USA,5,11,9,1
82,Kerry Hollowell (USA),2.0,3.0,,00:00,55,39 m,RED,-17.0,DQSP,Caribbean Cup 2014,Depth Competition,2014-05-25,other,2014-05-25,Kerry Hollowell,USA,5,13,11,1
18,Kerry Hollowell (USA),2.0,3.0,,00:00,76,62 m,RED,0.0,"No tag,rp<ap,dqother",Xibalba 2019,Depth Competition,2019-04-28,other,2019-04-28,Kerry Hollowell,USA,4,39,31,0
12,Kerry Hollowell (USA),2.0,3.0,,00:00,60,60 m,RED,0.0,Dqother,Authentic Big Blue 2019,Depth Competition,2019-09-23,other,2019-09-23,Kerry Hollowell,USA,9,40,32,0
28,Ki-Eun Lee (KOR),2.0,1.0,,00:00,35,35 m,RED,0.0,Dqpull,10.3 JEJU DEEP CHALLANGE AIDA,Depth Competition,2022-10-02,other,2022-10-02,Ki-Eun Lee,KOR,10,2,1,2
9,Kia Barnes (NZL),2.0,3.0,,00:00,12,12 m,RED,0.0,"Red Card , got entangled at base plate - Safeties released her.",Freediving NZ Depth Nationals 2019,Depth Competition,2019-03-15,other,2019-03-15,Kia Barnes,NZL,3,2,2,1
15,Klara Hansson (SWE),2.0,3.0,,00:00,60,-2 m,RED,0.0,DQBO,(in progress) Bizzy Blue Hole 2009,Competition,2009-04-21,other,2009-04-21,Klara Hansson,SWE,4,8,5,1
42,Klara Hansson (SWE),2.0,1.0,,00:00,50,-2 m,RED,0.0,DQBO,5th AIDA Individual World Championship 2009,World Championship,2009-12-03,World Championship,2009-12-03,Klara Hansson,SWE,12,12,4,2
1,Klara Hansson (SWE),2.0,1.0,,00:00,50,-2 m,RED,0.0,DQBO,Enjoy the Darkness,Depth Competition,2010-09-04,other,2010-09-04,Klara Hansson,SWE,9,18,6,2
11,Kristin Kuba (USA),2.0,1.0,,00:00,38,38 m,RED,0.0,DQBO,AIDA World Depth Championship 2017,World Championship,2017-08-28,World Championship,2017-08-28,Kristin Kuba,USA,8,5,1,2
23,Kristin Kuba (USA),2.0,3.0,,00:00,75,74 m,RED,0.0,DQBO,Vertical Blue,Depth Competition,2018-07-16,VB,2018-07-16,Kristin Kuba,USA,7,6,3,1
47,Kristin Kuba (USA),2.0,3.0,,00:00,80,74 m,RED,0.0,"No tag,rp<ap,dqother",Asian Freediving Cup 2019,Depth Competition,2019-06-09,other,2019-06-09,Kristin Kuba,USA,6,14,11,1
28,Kristina Iseeva (RUS),2.0,3.0,,00:00,59,59 m,RED,0.0,DQBO (airways),Red C cup (9th edition),Mixed Competition,2017-10-26,other,2017-10-26,Kristina Iseeva,RUS,10,2,2,1
13,Kristina Molge (DNK),2.0,2.0,,00:00,0,4 m,RED,0.0,DQOTHER,KFK STA MINI COMP.,Pool Competition,2012-12-12,other,2012-12-12,Kristina Molge,DNK,12,1,1,1
26,Krystsina Cehiz (BLR),2.0,2.0,1.0,13:07,30,30 m,RED,0.0,Dqsp,NAC AIDA 2021,Depth Competition,2021-06-20,NAC,2021-06-20,Krystsina Cehiz,BLR,6,1,1,1
10,Kyoungja (Jaya) Lee (KOR),2.0,2.0,,00:00,61,61 m,RED,0.0,Dqbo,AIDA Egyptian National Championships,Depth Competition,2019-11-05,other,2019-11-05,Kyoungja (Jaya) Lee,KOR,11,1,1,1
26,Lady Nancy Lisondra (PHL),2.0,3.0,,00:00,40,40 m,RED,0.0,DQPULL,Asian Freediving Cup 2018,Depth Competition,2018-06-08,other,2018-06-08,Lady Nancy Lisondra,PHL,6,2,1,1
34,Laia Sopeña Spa (ESP),2.0,1.0,1.0,22:40,40,40 m,RED,0.0,Dqbo-surface,AIDA Freediving World CUP,Depth Competition,2021-05-11,World Championship,2021-05-11,Laia Sopeña Spa,ESP,5,1,1,2
11,Laia Sopeña Spa (ESP),2.0,3.0,,00:00,60,60 m,RED,0.0,Dqsp,AIDA Freediving World CUP,Depth Competition,2021-05-12,World Championship,2021-05-12,Laia Sopeña Spa,ESP,5,2,1,1
30,Lakambini Alto-Larocque (PHL),2.0,1.0,,00:00,40,40 m,RED,0.0,Dqbo,Philippine Depth National Championship 2019,Depth Competition,2019-05-19,other,2019-05-19,Lakambini Alto-Larocque,PHL,5,4,3,2
7,Laura Lucia Dominguez (COL),2.0,2.0,,00:00,30,30 m,RED,0.0,Dqsp,AIDA Colombian Cup 2022,Depth Competition,2022-04-26,other,2022-04-26,Laura Lucia Dominguez,COL,4,7,7,1
2,Laura Lucia Dominguez (COL),2.0,2.0,1.0,09:10,23,23 m,RED,0,Dqbo-surface,AIDA Colombian Cup 2023,Depth Competition,2023-05-03,other,2023-05-03,Laura Lucia Dominguez,COL,5,8,8,1
6,Laura Lucia Dominguez (COL),2.0,2.0,1.0,09:50,23,23 m,RED,0,Dqsp,AIDA Colombian Cup 2023,Depth Competition,2023-05-04,other,2023-05-04,Laura Lucia Dominguez,COL,5,9,9,1
86,Lena Jovanovic Balta (SRB),2.0,3.0,,00:00,50,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Lena Jovanovic Balta,SRB,4,4,2,1
89,Lena Jovanovic Balta (SRB),2.0,3.0,,00:00,68,-2 m,RED,0.0,DQBO,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Lena Jovanovic Balta,SRB,4,7,5,1
20,Lena Jovanovic Balta (SRB),2.0,2.0,,00:00,60,60 m,RED,0.0,DQBO,xibalba 2011,Mixed Competition,2011-07-16,other,2011-07-16,Lena Jovanovic Balta,SRB,7,11,2,1
85,Lena Jovanovic Balta (SRB),2.0,3.0,,00:00,78,78 m,RED,0.0,DQBO,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,2014-11-27,Lena Jovanovic Balta,SRB,11,16,12,1
86,Lena Jovanovic Balta (SRB),2.0,2.0,,00:00,62,51 m,RED,-11.0,DQSP,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,2014-11-27,Lena Jovanovic Balta,SRB,11,17,4,1
22,Lena Jovanovic Balta (SRB),2.0,2.0,,00:00,61,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,2016-04-22,Lena Jovanovic Balta,SRB,4,20,5,1
20,Lena Jovanovic Balta (SRB),2.0,1.0,,00:00,42,39 m,RED,0.0,"DQOTHER, pulling",Vertical Blue 2016,Mixed Competition,2016-04-30,VB,2016-04-30,Lena Jovanovic Balta,SRB,4,24,2,2
26,Lena Jovanovic Balta (SRB),2.0,1.0,,00:00,40,40 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-05-02,VB,2016-05-02,Lena Jovanovic Balta,SRB,5,26,3,2
21,Lena Jovanovic Balta (SRB),2.0,3.0,,00:00,75,65 m,RED,0.0,DQ pull,Vertical Blue,Depth Competition,2018-07-18,VB,2018-07-18,Lena Jovanovic Balta,SRB,7,30,18,0
16,Lena Jovanovic Balta (SRB),2.0,3.0,,00:00,75,75 m,RED,0.0,DQBO,Vertical Blue,Depth Competition,2018-07-20,VB,2018-07-20,Lena Jovanovic Balta,SRB,7,31,19,0
12,Liang Chen (CHN),2.0,2.0,,00:00,45,45 m,RED,0.0,DQSP,Little Blue Hole Competition,Mixed Competition,2014-08-01,other,2014-08-01,Liang Chen,CHN,8,2,2,1
10,Lily Crespy (FRA),2.0,1.0,,00:00,42,0 m,RED,0.0,-,Freedive Panglao June Minicompetition,Depth Competition,2016-06-21,Panglao,2016-06-21,Lily Crespy,FRA,6,12,2,2
5,Lily Crespy (FRA),2.0,1.0,,00:00,43,0 m,RED,0.0,-,Freedive Panglao June Minicompetition,Depth Competition,2016-06-22,Panglao,2016-06-22,Lily Crespy,FRA,6,13,3,2
14,Lin Lan Lien (TPE),2.0,3.0,,00:00,50,0 m,RED,0.0,DNS,NIRVANA - INNERSEA DEPTH CONTEST,Depth Competition,2017-04-15,other,2017-04-15,Lin Lan Lien,TPE,4,2,1,1
14,Lina Maria Sierra Sierra (COL),2.0,2.0,,00:00,30,30 m,RED,0.0,Dqbo-surface,AIDA Colombian Cup 2022,Depth Competition,2022-04-25,other,2022-04-25,Lina Maria Sierra Sierra,COL,4,2,1,1
1,Linda Paganelli (ITA),2.0,3.0,,00:00,80,80 m,RED,0.0,DQOTHER,Triple Depth ,Mixed Competition,2013-10-21,other,2013-10-21,Linda Paganelli,ITA,10,20,11,1
4,Linda Paganelli (ITA),2.0,2.0,,00:00,77,0 m,RED,0.0,-,RedCcup,Mixed Competition,2015-08-28,other,2015-08-28,Linda Paganelli,ITA,8,23,8,1
3,Linda Paganelli (ITA),2.0,2.0,,00:00,77,0 m,RED,0.0,DNS,Red C cup (4th edition),Depth Competition,2016-06-25,other,2016-06-25,Linda Paganelli,ITA,6,25,10,0
21,Linda Stenman (SWE),2.0,2.0,,00:00,50,35 m,RED,0.0,"No tag,rp<ap,dqairways",Infinity Depth Games 5,Depth Competition,2019-10-17,other,2019-10-17,Linda Stenman,SWE,10,17,9,1
23,Linde Muyshondt (BEL),2.0,1.0,,00:00,36,36 m,RED,0.0,DQBO,Cool Down 2018 (lake),Depth Competition,2018-07-07,other,2018-07-07,Linde Muyshondt,BEL,7,3,2,2
20,Linde Muyshondt (BEL),2.0,1.0,,00:00,42,32 m,RED,0.0,"No tag,rp<ap,dqother",DahabApnea Spring Comp,Depth Competition,2019-05-31,other,2019-05-31,Linde Muyshondt,BEL,5,6,5,2
15,Linde Muyshondt (BEL),2.0,1.0,1.0,09:40,40,40 m,RED,0.0,"Dqsp,dqother,dqpull",Depth World Championship,Depth Competition,2021-09-30,World Championship,2021-09-30,Linde Muyshondt,BEL,9,12,6,2
15,Liv Philip (GBR),2.0,2.0,,00:00,52,-2 m,RED,0.0,DQSP,Prechallenge 2008,Competition,2008-08-24,other,2008-08-24,Liv Philip,GBR,8,11,4,1
629,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,12,6,1
630,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,13,7,1
631,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,14,8,1
633,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,15,9,1
9,Liv Philip (GBR),2.0,3.0,,00:00,54,-2 m,RED,0.0,DQOTHER,Salt Free Double Dip 2009,Depth Competition,2009-07-19,other,2009-07-19,Liv Philip,GBR,7,19,11,1
38,Liv Philip (GBR),2.0,2.0,,00:00,69,-2 m,RED,0.0,DQBO,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,27,8,1
73,Liv Philip (GBR),2.0,1.0,,00:00,50,50 m,RED,0.0,DQBO,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Liv Philip,GBR,9,29,7,2
84,Liv Philip (GBR),2.0,3.0,,00:00,60,8 m,RED,-52.0,DQOTHER,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,40,20,0
88,Liv Philip (GBR),2.0,1.0,,00:00,53,53 m,RED,0.0,DQSP,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,44,10,0
79,Liv Philip (GBR),2.0,1.0,,00:00,47,47 m,RED,0.0,DQSP,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Liv Philip,GBR,9,70,21,0
22,Liv Philip (GBR),2.0,1.0,,00:00,44,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-24,VB,2016-04-24,Liv Philip,GBR,4,73,22,0
18,Liv Philip (GBR),2.0,1.0,,00:00,44,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-27,VB,2016-04-27,Liv Philip,GBR,4,74,23,0
51,Macarena Benitez (CHL),2.0,3.0,,00:00,50,-2 m,RED,0.0,DQOTHER,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Macarena Benitez,CHL,4,8,6,1
54,Macarena Benitez (CHL),2.0,2.0,,00:00,35,-2 m,RED,0.0,DQOTHER,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Macarena Benitez,CHL,4,11,3,1
14,Maddalena Arrigoni (ITA),2.0,1.0,,00:00,15,-2 m,RED,0.0,DQOTHER,Andaman AIDA Freediving Challenge 2008,Mixed Competition,2008-02-08,other,2008-02-08,Maddalena Arrigoni,ITA,2,2,1,2
71,Mafalda Oliveira (PRT),2.0,1.0,,00:00,23,-2 m,RED,0.0,DQSP,Triple Depth 2008,Depth Competition,2008-06-10,other,2008-06-10,Mafalda Oliveira,PRT,6,2,1,2
11,Mandy Buckley (GBR),2.0,3.0,,00:00,35,-2 m,RED,0.0,DQSP,Salt Free Double Dip 2009,Depth Competition,2009-07-19,other,2009-07-19,Mandy Buckley,GBR,7,2,2,1
4,Mandy-Rae Cruickshank/Krack (CAN),2.0,1.0,,00:00,54,-2 m,RED,0.0,DQBO,Liquification 2008,Mixed Competition,2008-04-21,other,2008-04-21,Mandy-Rae Cruickshank/Krack,CAN,4,17,4,2
4,Mandy-Rae Cruickshank/Krack (CAN),2.0,1.0,,00:00,56,-2 m,RED,0.0,DQBO,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Mandy-Rae Cruickshank/Krack,CAN,5,27,8,2
25,Manon Ko (HKG),2.0,1.0,,00:00,30,30 m,RED,0.0,Dqother,Asian Freediving Cup 2019,Depth Competition,2019-06-09,other,2019-06-09,Manon Ko,HKG,6,1,1,2
36,Manon Ko (HKG),2.0,1.0,,00:00,32,32 m,RED,0.0,Dqother,Asian Freediving Cup 2019,Depth Competition,2019-06-10,other,2019-06-10,Manon Ko,HKG,6,2,2,2
8,Marcela Avila Lopez (COL),2.0,2.0,1.0,10:10,60,60 m,RED,0,Dqsp,AIDA Colombian Cup 2023,Depth Competition,2023-05-03,other,2023-05-03,Marcela Avila Lopez,COL,5,4,2,1
19,Marese Secades (PHL),2.0,3.0,,00:00,59,59 m,RED,0.0,Dqother,Philippine Depth National Championship 2019,Depth Competition,2019-05-18,other,2019-05-18,Marese Secades,PHL,5,2,2,1
14,Marese Secades (PHL),2.0,2.0,,00:00,52,52 m,RED,0.0,Dqbo,Deeper Blue Freediving Depth Competition 2019,Depth Competition,2019-08-10,other,2019-08-10,Marese Secades,PHL,8,5,2,1
6,Marese Secades (PHL),2.0,1.0,1.0,10:00,39,39 m,RED,0.0,Dqsp,AIDA Panglao Depth Championship - Event 4,Depth Competition,2021-08-15,Panglao,2021-08-15,Marese Secades,PHL,8,6,1,2
13,Maria Bobela (POL),2.0,2.0,1.0,12:20,75,75 m,RED,0.0,Dqairways,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-26,World Championship,2022-10-26,Maria Bobela,POL,10,7,4,1
14,Maria Bobela (POL),2.0,3.0,1.0,14:38,70,70 m,RED,0.0,Dqsp,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-30,World Championship,2022-10-30,Maria Bobela,POL,10,9,2,1
7,Maria Elena Lopez Wood (CHL),2.0,2.0,,00:00,40,40 m,RED,0.0,Dqairways,COPA DELPHINUS SOLOAPNEA 2019,Depth Competition,2019-05-08,other,2019-05-08,Maria Elena Lopez Wood,CHL,5,1,1,1
204,Maria Felicia Carraturo (ITA),2.0,2.0,,00:00,63,63 m,RED,0.0,DQSP,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Maria Felicia Carraturo,ITA,11,7,2,1
198,Maria Felicia Carraturo (ITA),2.0,3.0,,00:00,80,80 m,RED,0.0,DQBO,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Maria Felicia Carraturo,ITA,9,9,5,1
6,Maria Livbjerg (DNK),2.0,2.0,,00:00,36,-2 m,RED,0.0,DQSP,Hemmoor sub-max 2008,Depth Competition,2008-05-03,other,2008-05-03,Maria Livbjerg,DNK,5,10,2,1
23,Maria Livbjerg (DNK),2.0,1.0,,00:00,43,-2 m,RED,0.0,DQBO,2nd Mediterranean Freediving Meeting,Depth Competition,2009-06-22,other,2009-06-22,Maria Livbjerg,DNK,6,19,5,2
9,Maria Noella Zosa (PHL),2.0,1.0,,00:00,37,37 m,RED,0.0,Dqairways,Deeper Blue Freediving Depth Competition 2019,Depth Competition,2019-08-10,other,2019-08-10,Maria Noella Zosa,PHL,8,9,3,2
