,Diver,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Day,Month,Year,Experience Dive,Experience Discipline,Country
3013,Andrea Petruzziello (BRA),M,CWT,0,25,WHITE,25.0,OK,Mixed Competition,2002-04-21,4,2002,0,0,BRA
3008,Marcelo De Olveira Pinto (BRA),M,CWT,0,30,WHITE,30.0,OK,Mixed Competition,2002-04-21,4,2002,0,0,BRA
8457,Greg Fee (CAN),M,CWT,0,16,WHITE,16.0,OK,Mixed Competition,2002-05-24,5,2002,1,1,CAN
8455,Peter Pazdera (CAN),M,CWT,0,40,WHITE,40.0,OK,Mixed Competition,2002-05-24,5,2002,0,0,CAN
8456,Erik Young (GBR),M,CWT,0,29,WHITE,29.0,OK,Mixed Competition,2002-05-24,5,2002,1,1,GBR
8458,Perry Gladstone (CAN),M,CWT,0,15,WHITE,15.0,OK,Mixed Competition,2002-05-24,5,2002,0,0,CAN
8454,Tom Lightfoot (CAN),M,CWT,0,60,WHITE,60.0,OK,Mixed Competition,2002-05-24,5,2002,1,1,CAN
8462,Damiano Angoli (ITA),M,CWT,0,50,WHITE,50.0,OK,Mixed Competition,2002-05-24,5,2002,1,1,ITA
8461,Diane Price (CAN),F,CWT,0,20,WHITE,20.0,OK,Mixed Competition,2002-05-24,5,2002,0,0,CAN
8460,Chris Kearney (CAN),M,CWT,0,20,WHITE,20.0,OK,Mixed Competition,2002-05-24,5,2002,0,0,CAN
8459,Tony Gray (CAN),M,CWT,0,35,WHITE,35.0,OK,Mixed Competition,2002-05-24,5,2002,1,1,CAN
4670,Claude Chapuis (FRA),M,CWT,0,58,WHITE,58.0,OK,Pool Competition,2002-05-25,5,2002,3,3,FRA
4672,Delphine Marleux (FRA),F,CWT,0,37,WHITE,37.0,OK,Pool Competition,2002-05-25,5,2002,1,1,FRA
4673,Christian Charras (FRA),M,CWT,0,55,WHITE,55.0,OK,Pool Competition,2002-05-25,5,2002,0,0,FRA
4674,Francisco Gautier (PRT),M,CWT,0,50,WHITE,50.0,OK,Pool Competition,2002-05-25,5,2002,0,0,PRT
4675,Agnes Tresaieui (FRA),F,CWT,0,41,WHITE,41.0,OK,Pool Competition,2002-05-25,5,2002,0,0,FRA
4676,Guillaume Néry (FRA),M,CWT,0,70,WHITE,70.0,OK,Pool Competition,2002-05-25,5,2002,0,0,FRA
4671,Eric Chapuis (FRA),M,CWT,0,60,WHITE,60.0,OK,Pool Competition,2002-05-25,5,2002,1,1,FRA
10031,Rene Radinger (AUT),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10034,Maria Weiss (AUT),F,CWT,0,20,WHITE,20.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10032,Philipp Oberrisser (AUT),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10030,Elena Scherschneva (AUT),F,CWT,0,27,WHITE,27.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10033,Jaromir Foukal (AUT),M,CWT,0,32,WHITE,32.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10028,Olivier El-Daly (AUT),M,CWT,0,22,WHITE,22.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
10027,Dieter Baumann (AUT),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-08,6,2002,1,1,AUT
10026,Herbert Nitsch (AUT),M,CWT,0,73,WHITE,73.0,OK,Competition,2002-06-08,6,2002,2,2,AUT
10029,Harald Lautner (AUT),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-08,6,2002,0,0,AUT
2089,Jorgen Lind (SWE),M,CWT,0,31,WHITE,31.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2088,Per Olsson (SWE),M,CWT,0,38,WHITE,38.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2087,Elena Scherschneva (AUT),F,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-28,6,2002,1,1,AUT
2086,Lotta Ericson (SWE),F,FIM,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2085,Lotta Ericson (SWE),F,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,1,0,SWE
2084,Christian Engelbrecht (DNK),M,FIM,0,30,WHITE,30.0,OK,Competition,2002-06-28,6,2002,0,0,DNK
2082,Oskar Tiger (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2081,Dennis Ljungberg (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2080,Magnus Andersson (SWE),M,FIM,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2079,Magnus Andersson (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,1,0,SWE
2078,Mathias Lanner (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,1,1,SWE
2077,Timo Kinnunen (FIN),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,FIN
2083,Christian Engelbrecht (DNK),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-06-28,6,2002,1,0,DNK
2090,Robert Storbacka (FIN),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,FIN
2092,Weine Gustavsson (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2093,Mikael Svard (SWE),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2094,Mattias Ahlén (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2095,Michael Pettersson (SWE),M,CWT,0,20,WHITE,20.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2096,Martin Von Zweigbergk (SWE),M,CWT,0,15,WHITE,15.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2097,Frank Linstedt (SWE),M,CWT,0,26,WHITE,26.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2098,David Dahlgren (SWE),M,CWT,0,20,WHITE,20.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2099,Johan Jonsson (SWE),M,CWT,0,20,WHITE,20.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2100,Erik Milles (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2101,Sebastian Näslund (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2076,Bill Strömberg (SWE),M,FIM,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,2,0,SWE
2103,Peter Lindholm (SWE),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2104,Christian Hobring (SWE),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2105,Hanli Prinsloo (ZAF),F,CWT,0,30,WHITE,30.0,OK,Competition,2002-06-28,6,2002,0,0,ZAF
2091,Georg Stromfelt (SWE),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2102,Peter Ols (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,0,0,SWE
2075,Bill Strömberg (SWE),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-06-28,6,2002,3,2,SWE
8806,Fabrice Dubuisson (BEL),M,CWT,0,24,WHITE,24.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8792,Phillippe Lambert (BEL),M,CWT,0,33,WHITE,33.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8791,Eric Fidesser (BEL),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
10629,Giannis Magdalinos (GRC),M,CWT,0,27,WHITE,27.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10628,Dimitris Lipantetzoglou (GRC),M,CWT,0,47,WHITE,47.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
11220,Hëlio Medeiros (PRT),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11221,Michael Leandro (PRT),M,CWT,0,28,WHITE,28.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11222,Francisco Gautier (PRT),M,CWT,0,45,WHITE,45.0,OK,Competition,2002-07-27,7,2002,1,1,PRT
11223,Victor Oliveira (PRT),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11224,(),F,CWT,0,31,WHITE,31.0,OK,Competition,2002-07-27,7,2002,2,2,Unknown
11225,Paulo Alves (PRT),M,CWT,0,34,WHITE,34.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11226,Miguel Aires (PRT),M,CWT,0,34,WHITE,34.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
8780,Jean-Pol François (BEL),M,CWT,0,50,WHITE,50.0,OK,Competition,2002-07-27,7,2002,2,2,BEL
8781,Pascal Gerard (BEL),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8782,Isabelle Hermand (BEL),F,CWT,0,27,WHITE,27.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8783,Nanja Van Den Broek (NLD),F,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,NLD
8784,Nicolas Druine (BEL),M,CWT,0,37,WHITE,37.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8785,Johann Mols (BEL),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8786,Cristophe Leschinski (DEU),M,CWT,0,41,WHITE,41.0,OK,Competition,2002-07-27,7,2002,0,0,DEU
10627,Ioannis Giannopuloi (GRC),M,CWT,0,39,WHITE,39.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10626,Christos Giatsios (GRC),M,CWT,0,43,WHITE,43.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10625,Lefteris Paraskevas (GRC),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10624,Sakis Mpatsos (GRC),M,CWT,0,53,WHITE,53.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10082,Herbert Nitsch (AUT),M,FIM,0,92,WHITE,92.0,OK,Worldrecord attempt,2002-07-27,7,2002,3,0,AUT
8790,Richard Melin (BEL),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8789,Desitter Philippe (BEL),M,CWT,0,50,WHITE,50.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8793,Fred Steegstra (NLD),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,NLD
8788,Jens Kapalczynski (DEU),M,CWT,0,34,WHITE,34.0,OK,Competition,2002-07-27,7,2002,0,0,DEU
8794,Samuel Stouvenaker (BEL),M,CWT,0,33,WHITE,33.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8796,Pierre Galére (BEL),M,CWT,0,18,WHITE,18.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
10619,Manolis Giankos (GRC),M,CWT,0,70,WHITE,70.0,OK,Competition,2002-07-27,7,2002,2,2,GRC
10620,Panagiotis Drikos (GRC),M,CWT,0,60,WHITE,60.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10621,Aggelos Grivas (GRC),M,CWT,0,41,WHITE,41.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10622,Giorgos Georgas (GRC),M,CWT,0,53,WHITE,53.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10623,Markos Tiplalexis (GRC),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10636,Sakis Tsonis (GRC),M,CWT,0,51,WHITE,51.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10635,Michalis Vogas (GRC),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10634,Giannis Tzogias (GRC),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10633,Periandros Kritsiligos (GRC),M,CWT,0,32,WHITE,32.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10630,Baggelis Papalexopoulos (GRC),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10631,Giorgos Sampanis (GRC),M,CWT,0,29,WHITE,29.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
10632,Alexandros Tzannerakis (GRC),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-07-27,7,2002,0,0,GRC
11230,Paulo Trinidade (PRT),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11229,Patricia Branco (PRT),F,CWT,0,15,WHITE,15.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11228,Elsa Ferreira (PRT),F,CWT,0,10,WHITE,10.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
11227,Nuno Baltazar (PRT),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-07-27,7,2002,0,0,PRT
8805,Jorg Jansen (NLD),M,CWT,0,26,WHITE,26.0,OK,Competition,2002-07-27,7,2002,0,0,NLD
8804,Véronique Peere (BEL),F,CWT,0,18,WHITE,18.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8803,Marjorie Bohen (BEL),F,CWT,0,15,WHITE,15.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8802,Valérie Margérus (BEL),F,CWT,0,18,WHITE,18.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8801,Hafid Ben Hayata (BEL),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8800,Dirk Wouters (BEL),M,CWT,0,17,WHITE,17.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8799,Elmar Masureel (BEL),M,CWT,0,23,WHITE,23.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8798,Rik Rösken (NLD),M,CWT,0,20,WHITE,20.0,OK,Competition,2002-07-27,7,2002,0,0,NLD
8797,Hervé Huens (BEL),M,CWT,0,18,WHITE,18.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8795,Bruno Taelman (BEL),M,CWT,0,28,WHITE,28.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
8787,Raphaël Staquet (BEL),M,CWT,0,45,WHITE,45.0,OK,Competition,2002-07-27,7,2002,0,0,BEL
10399,Brian Lund Jensen (DNK),M,CWT,0,50,WHITE,50.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10395,Lars Mou Andersen (DNK),M,CWT,0,54,WHITE,54.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10396,Peter Pedersen (DNK),M,CWT,0,38,WHITE,38.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10397,Peter Smed Jensen (DNK),M,CWT,0,38,WHITE,38.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10398,Henning Larsen (DNK),M,CWT,0,28,WHITE,28.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10394,Stig Åvall Severinsen (DNK),M,CWT,0,54,WHITE,54.0,OK,Competition,2002-08-17,8,2002,1,1,DNK
10400,Jesper Juul Pedersen (DNK),M,CWT,0,42,WHITE,42.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10401,Dennis Stello (DNK),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
10402,Christian Engelbrecht (DNK),M,CWT,0,26,WHITE,26.0,OK,Competition,2002-08-17,8,2002,2,1,DNK
10403,Anne Hjerrild Ronning (DNK),F,CWT,0,28,WHITE,28.0,OK,Competition,2002-08-17,8,2002,0,0,DNK
9804,Michal Pydo (POL),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9805,Robert Cetler (POL),M,CWT,0,45,WHITE,45.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9806,Przemyslaw Stasiak (POL),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9807,Dariusz Wieckowski (POL),M,CWT,0,31,WHITE,31.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9808,Przemyslaw Panas (POL),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9810,Slawomir Skowronski (POL),M,CWT,0,21,WHITE,21.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9811,Dariusz Grabowski (POL),M,CWT,0,31,WHITE,31.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9812,Krzysztof Klosinski (POL),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9813,Krzysztof Mierzecki (POL),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-08-23,8,2002,0,0,POL
9809,Tomasz Nitka (POL),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-08-23,8,2002,0,0,POL
10436,Igor Liberti (CHE),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
10440,Christian Maldamé (FRA),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-08-31,8,2002,0,0,FRA
10439,Nicola Saporiti (ITA),M,FIM,0,31,WHITE,31.0,OK,Competition,2002-08-31,8,2002,0,0,ITA
10438,Nicola Saporiti (ITA),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-08-31,8,2002,1,0,ITA
10437,Igor Liberti (CHE),M,FIM,0,46,WHITE,46.0,OK,Competition,2002-08-31,8,2002,1,0,CHE
10441,Christian Maldamé (FRA),M,FIM,0,30,WHITE,30.0,OK,Competition,2002-08-31,8,2002,1,0,FRA
10435,Yannick Monney (CHE),M,FIM,0,30,WHITE,30.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
10431,Olivier Enderli (CHE),M,FIM,0,30,WHITE,30.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
10433,Beat Unger (CHE),M,FIM,0,13,WHITE,13.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
5020,Guillaume Néry (FRA),M,CWT,87,87,WHITE,87.0,OK,Worldrecord attempt,2002-08-31,8,2002,1,1,FRA
10418,Joanna Massacand (CHE),F,CWT,0,34,WHITE,34.0,OK,Competition,2002-08-31,8,2002,1,1,CHE
10419,Joanna Massacand (CHE),F,FIM,0,34,WHITE,34.0,OK,Competition,2002-08-31,8,2002,2,0,CHE
10420,Peter Weinmann (CHE),M,FIM,0,57,WHITE,57.0,OK,Competition,2002-08-31,8,2002,2,0,CHE
10421,Peter Weinmann (CHE),M,CWT,0,52,WHITE,52.0,OK,Competition,2002-08-31,8,2002,3,2,CHE
10434,Yannick Monney (CHE),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-08-31,8,2002,1,0,CHE
10423,Karsten Schneider (DEU),M,FIM,0,51,WHITE,51.0,OK,Competition,2002-08-31,8,2002,1,0,DEU
10422,Peter Colat (CHE),M,FIM,0,37,WHITE,37.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
10425,Andreas Falkenroth (DEU),M,FIM,0,35,WHITE,35.0,OK,Competition,2002-08-31,8,2002,0,0,DEU
10426,Yann Matthey (CHE),M,CWT,0,33,WHITE,33.0,OK,Competition,2002-08-31,8,2002,0,0,CHE
10427,Yann Matthey (CHE),M,FIM,0,42,WHITE,42.0,OK,Competition,2002-08-31,8,2002,1,0,CHE
10428,Marco Melileo (ITA),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-08-31,8,2002,0,0,ITA
10429,Marco Melileo (ITA),M,FIM,0,38,WHITE,38.0,OK,Competition,2002-08-31,8,2002,1,0,ITA
10430,Olivier Enderli (CHE),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-08-31,8,2002,1,0,CHE
10432,Beat Unger (CHE),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-08-31,8,2002,1,0,CHE
10424,Andreas Falkenroth (DEU),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-08-31,8,2002,1,0,DEU
10037,Lars Mou Andersen (DNK),M,CWT,0,56,WHITE,56.0,OK,Competition,2002-09-07,9,2002,1,1,DNK
10035,Herbert Nitsch (AUT),M,CWT,0,75,WHITE,75.0,OK,Competition,2002-09-07,9,2002,4,3,AUT
10036,Bill Strömberg (SWE),M,CWT,0,63,WHITE,63.0,OK,Competition,2002-09-07,9,2002,4,3,SWE
10038,Karsten Schneider (DEU),M,CWT,0,60,WHITE,60.0,OK,Competition,2002-09-07,9,2002,2,1,DEU
10039,Melitta Adany (HRV),F,CWT,0,45,WHITE,45.0,OK,Competition,2002-09-07,9,2002,1,1,HRV
10040,Zeljko Vedris (HRV),M,CWT,0,62,WHITE,62.0,OK,Competition,2002-09-07,9,2002,1,1,HRV
10051,Emilia Biała (POL),F,CWT,0,33,WHITE,33.0,OK,Competition,2002-09-07,9,2002,0,0,POL
10050,Jaromir Foukal (AUT),M,CWT,0,26,WHITE,26.0,OK,Competition,2002-09-07,9,2002,1,1,AUT
10048,Gyula Szelle (HUN),M,CWT,0,37,WHITE,37.0,OK,Competition,2002-09-07,9,2002,0,0,HUN
10047,András Munkás (HUN),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-09-07,9,2002,0,0,HUN
10046,Christian Redl (AUT),M,CWT,0,27,WHITE,27.0,OK,Competition,2002-09-07,9,2002,0,0,AUT
10045,Marius Bebesel (DEU),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-09-07,9,2002,0,0,DEU
10044,Ferenc Weinber (HUN),M,CWT,0,36,WHITE,36.0,OK,Competition,2002-09-07,9,2002,0,0,HUN
10049,Péter Halász (HUN),M,CWT,0,20,WHITE,20.0,OK,Competition,2002-09-07,9,2002,0,0,HUN
10043,Minna Norgaard (DNK),F,CWT,0,15,WHITE,15.0,OK,Competition,2002-09-07,9,2002,0,0,DNK
10042,Jesper Juul Pedersen (DNK),M,CWT,0,38,WHITE,38.0,OK,Competition,2002-09-07,9,2002,1,1,DNK
10041,Andreas Falkenroth (DEU),M,CWT,0,41,WHITE,41.0,OK,Competition,2002-09-07,9,2002,2,1,DEU
8471,Diane Price (CAN),F,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-14,9,2002,1,1,CAN
3021,Leonardo Farias (BRA),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-09-14,9,2002,0,0,BRA
3020,Paulo Atherino (BRA),M,CWT,0,31,WHITE,31.0,OK,Competition,2002-09-14,9,2002,0,0,BRA
3019,Alexandre Augusto Fraenker (BRA),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-09-14,9,2002,1,1,BRA
3018,Philipp Von Heydebreck (DEU),M,CWT,0,39,WHITE,39.0,OK,Competition,2002-09-14,9,2002,1,1,DEU
3017,Elon Constantino De Aguiar Filho (BRA),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-09-14,9,2002,1,1,BRA
3016,Karoline Meyer (BRA),F,CWT,0,43,WHITE,43.0,OK,Competition,2002-09-14,9,2002,3,3,BRA
8463,Mandy-Rae Cruickshank/Krack (CAN),F,CWT,0,40,WHITE,40.0,OK,Competition,2002-09-14,9,2002,2,2,CAN
8464,Eric Fattah (CAN),M,CWT,0,70,WHITE,70.0,OK,Competition,2002-09-14,9,2002,2,2,CAN
8465,Tom Lightfoot (CAN),M,CWT,0,65,WHITE,65.0,OK,Competition,2002-09-14,9,2002,2,2,CAN
8466,Peter Scott (CAN),M,CWT,0,35,WHITE,35.0,OK,Competition,2002-09-14,9,2002,0,0,CAN
8468,Tyler Zetterstrom (CAN),M,CWT,0,40,WHITE,40.0,OK,Competition,2002-09-14,9,2002,0,0,CAN
3022,Silvia Hidalgo (BRA),F,CWT,0,22,WHITE,22.0,OK,Competition,2002-09-14,9,2002,0,0,BRA
8469,Tom Alberelli (CAN),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-14,9,2002,0,0,CAN
8470,Chris Kearney (CAN),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-09-14,9,2002,1,1,CAN
8467,Greg Fee (CAN),M,CWT,0,23,WHITE,23.0,OK,Competition,2002-09-14,9,2002,2,2,CAN
3023,Vitor Lazera (BRA),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-09-14,9,2002,0,0,BRA
8472,Gord Lemon (CAN),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
8479,Philippe Shink (CAN),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
8476,Tom Alberelli (CAN),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-28,9,2002,1,1,CAN
8475,Matthew Charlton (CAN),M,CWT,0,27,WHITE,27.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
8474,Perry Gladstone (CAN),M,CWT,0,25,WHITE,25.0,OK,Competition,2002-09-28,9,2002,1,1,CAN
8473,Doug Sitter (CAN),M,CWT,0,30,WHITE,30.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
8478,David Nesbitt (CAN),M,CWT,0,15,WHITE,15.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
8477,Jade Leutenegger (CAN),F,CWT,0,26,WHITE,26.0,OK,Competition,2002-09-28,9,2002,0,0,CAN
2647,Greg Lewis-Monto (ZAF),M,CWT,0,42,WHITE,42.0,OK,Mixed Competition,2002-10-31,10,2002,3,3,ZAF
2632,Suzanne Pugh (GBR),F,CWT,0,33,WHITE,33.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,GBR
2631,Diane Price (CAN),F,CWT,0,30,WHITE,30.0,OK,Mixed Competition,2002-10-31,10,2002,2,2,CAN
2630,Laurie Kindiak (CAN),F,CWT,0,15,WHITE,15.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,CAN
2629,Tomoko Yamanouchi (JPN),F,CWT,0,40,WHITE,40.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,JPN
2583,Stéphane Mifsud (FRA),M,CWT,0,66,WHITE,66.0,OK,Mixed Competition,2002-10-31,10,2002,2,2,FRA
2584,Jean-Michel Pardon (FRA),M,CWT,0,70,WHITE,70.0,OK,Mixed Competition,2002-10-31,10,2002,3,3,FRA
2585,Yoshiro Konno (JPN),M,CWT,0,43,WHITE,43.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,JPN
2628,Samantha Kirby (GBR),F,CWT,0,36,WHITE,36.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,GBR
2634,Alexandre Augusto Fraenker (BRA),M,CWT,0,42,WHITE,42.0,OK,Mixed Competition,2002-10-31,10,2002,2,2,BRA
2624,Oskar Tiger (SWE),M,CWT,0,59,WHITE,59.0,OK,Mixed Competition,2002-10-31,10,2002,1,1,SWE
2635,Daniel Exner (CZE),M,CWT,0,53,WHITE,53.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,CZE
2636,Matt Tough (AUS),M,CWT,0,42,WHITE,42.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,AUS
2637,Eric Beraud (MCO),M,CWT,0,42,WHITE,42.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,MCO
2638,Kevin Pengelly (GBR),M,CWT,0,46,WHITE,46.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,GBR
2639,(),F,CWT,0,33,WHITE,33.0,OK,Mixed Competition,2002-10-31,10,2002,3,3,Unknown
2640,Pascal Schwab (CHE),M,CWT,0,42,WHITE,42.0,OK,Mixed Competition,2002-10-31,10,2002,0,0,CHE
2625,Lotta Ericson (SWE),F,CWT,0,55,WHITE,55.0,OK,Mixed Competition,2002-10-31,10,2002,2,1,SWE
