,Diver,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Day,Month,Year,Experience Dive,Experience Discipline,Country
7134,Johan Isaksson (SWE),M,CWT,35,30,YELLOW,24.0,PEN,Competition,2009-04-21,4,2009,0,0,SWE
7131,Fanny Ehrenberg (SWE),F,CWT,35,35,YELLOW,30.0,PEN,Competition,2009-04-21,4,2009,2,0,SWE
7094,Stefan Droguet (SWE),M,CWT,75,-2,RED,0.0,DQBO,Competition,2009-04-21,4,2009,2,2,SWE
7133,Johan Isaksson (SWE),M,CWT,27,27,WHITE,27.0,OK,Competition,2009-04-21,4,2009,1,1,SWE
7289,Andrea Zuccari (ITA),M,CWT,45,45,WHITE,45.0,OK,Depth Competition,2009-05-10,5,2009,21,11,ITA
7288,Federico Mana (ITA),M,CWT,100,0,WHITE,0.0,OK,Depth Competition,2009-05-10,5,2009,9,6,ITA
7287,Sara Campbell (GBR),F,CWT,100,60,YELLOW,0.0,PEN,Depth Competition,2009-05-10,5,2009,16,9,GBR
7286,Ashod Papazian (EGY),M,CWT,70,70,WHITE,70.0,OK,Depth Competition,2009-05-10,5,2009,10,5,EGY
10613,Jonas Krahn (DEU),M,CNF,0,53,WHITE,53.0,OK,Competition,2009-05-23,5,2009,4,2,DEU
10614,Elisabeth Sveen Kristoffersen (NOR),F,CNF,0,-2,RED,0.0,DQSP,Competition,2009-05-23,5,2009,18,2,NOR
10615,Clemens Neumann (DEU),M,CNF,0,35,WHITE,35.0,OK,Competition,2009-05-23,5,2009,0,0,DEU
10616,Igor Migunov (RUS),M,CNF,0,34,WHITE,34.0,OK,Competition,2009-05-23,5,2009,3,0,RUS
10611,Jens Berger (DEU),M,CNF,0,32,WHITE,32.0,OK,Competition,2009-05-23,5,2009,0,0,DEU
10618,Anna Von Boetticher (DEU),F,CNF,0,35,WHITE,35.0,OK,Competition,2009-05-23,5,2009,18,6,DEU
7700,Martin Stepanek (CZE),M,CWT,122,122,WHITE,122.0,OK,Worldrecord attempt,2009-05-23,5,2009,14,10,CZE
10612,Ulrich Wulff (DEU),M,CNF,0,33,WHITE,33.0,OK,Competition,2009-05-23,5,2009,16,2,DEU
10617,Ilka Michaelis (DEU),F,CNF,0,30,WHITE,30.0,OK,Competition,2009-05-23,5,2009,11,1,DEU
11304,Carolina Schrappe (BRA),F,CWT,68,68,WHITE,68.0,OK,Mixed Competition,2009-05-27,5,2009,10,5,BRA
11332,Ted Harty (USA),M,CWT,57,51,YELLOW,44.0,PEN,Mixed Competition,2009-05-27,5,2009,0,0,USA
11319,Ben Weiss (USA),M,CWT,48,45,YELLOW,36.0,PEN,Mixed Competition,2009-05-27,5,2009,0,0,USA
11320,Erin Magee (USA),F,CWT,46,46,WHITE,46.0,OK,Mixed Competition,2009-05-27,5,2009,0,0,USA
11321,Erin Magee (USA),F,CWT,50,50,WHITE,50.0,OK,Mixed Competition,2009-05-27,5,2009,1,1,USA
11322,Erin Magee (USA),F,CWT,53,53,WHITE,53.0,OK,Mixed Competition,2009-05-27,5,2009,2,2,USA
11324,Erin Magee (USA),F,CWT,55,55,WHITE,55.0,OK,Mixed Competition,2009-05-27,5,2009,3,3,USA
11325,Deedee Flores (USA),F,FIM,25,25,WHITE,25.0,OK,Mixed Competition,2009-05-27,5,2009,0,0,USA
11326,Deedee Flores (USA),F,CNF,15,15,WHITE,15.0,OK,Mixed Competition,2009-05-27,5,2009,1,0,USA
11327,Deedee Flores (USA),F,CWT,32,32,WHITE,32.0,OK,Mixed Competition,2009-05-27,5,2009,2,0,USA
11328,Deedee Flores (USA),F,FIM,40,26,YELLOW,11.0,PEN,Mixed Competition,2009-05-27,5,2009,3,1,USA
11329,Deedee Flores (USA),F,CNF,17,17,WHITE,17.0,OK,Mixed Competition,2009-05-27,5,2009,4,1,USA
11330,Ted Harty (USA),M,CWT,50,50,WHITE,50.0,OK,Mixed Competition,2009-05-27,5,2009,1,1,USA
11331,Ted Harty (USA),M,CWT,54,54,WHITE,54.0,OK,Mixed Competition,2009-05-27,5,2009,2,2,USA
11333,Ted Harty (USA),M,FIM,52,52,WHITE,52.0,OK,Mixed Competition,2009-05-27,5,2009,3,0,USA
11334,Ted Harty (USA),M,CNF,33,33,WHITE,33.0,OK,Mixed Competition,2009-05-27,5,2009,4,0,USA
11303,Carolina Schrappe (BRA),F,CWT,68,55,YELLOW,41.0,PEN,Mixed Competition,2009-05-27,5,2009,11,6,BRA
11318,Ben Weiss (USA),M,FIM,60,55,YELLOW,49.0,PEN,Mixed Competition,2009-05-27,5,2009,1,0,USA
11317,Ben Weiss (USA),M,CNF,33,33,WHITE,33.0,OK,Mixed Competition,2009-05-27,5,2009,2,0,USA
11323,Erin Magee (USA),F,CWT,55,48,YELLOW,40.0,PEN,Mixed Competition,2009-05-27,5,2009,4,4,USA
11315,Ben Weiss (USA),M,CWT,45,45,WHITE,45.0,OK,Mixed Competition,2009-05-27,5,2009,3,1,USA
11305,Carolina Schrappe (BRA),F,CWT,70,41,YELLOW,11.0,PEN,Mixed Competition,2009-05-27,5,2009,12,7,BRA
11306,David Sims (USA),M,FIM,42,42,WHITE,42.0,OK,Mixed Competition,2009-05-27,5,2009,4,1,USA
11316,Ben Weiss (USA),M,FIM,53,53,WHITE,53.0,OK,Mixed Competition,2009-05-27,5,2009,4,1,USA
11308,Julie Bisallion (CAN),F,CWT,46,46,WHITE,46.0,OK,Mixed Competition,2009-05-27,5,2009,2,2,CAN
11309,Julie Bisallion (CAN),F,CWT,50,50,WHITE,50.0,OK,Mixed Competition,2009-05-27,5,2009,3,3,CAN
11302,Carolina Schrappe (BRA),F,CWT,65,65,WHITE,65.0,OK,Mixed Competition,2009-05-27,5,2009,13,8,BRA
11301,Carolina Schrappe (BRA),F,CNF,44,44,WHITE,44.0,OK,Mixed Competition,2009-05-27,5,2009,14,2,BRA
11300,Mandy-Rae Cruickshank/Krack (CAN),F,CNF,56,-2,RED,0.0,DQBO,Mixed Competition,2009-05-27,5,2009,23,4,CAN
11307,David Sims (USA),M,CWT,52,52,WHITE,52.0,OK,Mixed Competition,2009-05-27,5,2009,5,2,USA
11298,Mandy-Rae Cruickshank/Krack (CAN),F,CNF,54,6,YELLOW,0.0,PEN,Mixed Competition,2009-05-27,5,2009,24,5,CAN
11297,Mandy-Rae Cruickshank/Krack (CAN),F,CNF,52,52,WHITE,52.0,OK,Mixed Competition,2009-05-27,5,2009,25,6,CAN
11310,Julie Bisallion (CAN),F,FIM,50,50,WHITE,50.0,OK,Mixed Competition,2009-05-27,5,2009,4,0,CAN
11311,Carla Hanson (USA),F,CNF,35,35,WHITE,35.0,OK,Mixed Competition,2009-05-27,5,2009,0,0,USA
11312,Carla Hanson (USA),F,CNF,38,38,WHITE,38.0,OK,Mixed Competition,2009-05-27,5,2009,1,1,USA
11313,Carla Hanson (USA),F,CNF,40,40,WHITE,40.0,OK,Mixed Competition,2009-05-27,5,2009,2,2,USA
11314,Carla Hanson (USA),F,CNF,45,27,YELLOW,8.0,PEN,Mixed Competition,2009-05-27,5,2009,3,3,USA
11299,Mandy-Rae Cruickshank/Krack (CAN),F,CNF,55,52,YELLOW,48.0,PEN,Mixed Competition,2009-05-27,5,2009,26,7,CAN
7262,Itay Henigsberg (ISR),M,CWT,42,42,WHITE,42.0,OK,Depth Competition,2009-05-30,5,2009,0,0,ISR
7261,Mike Wells (AUS),M,FIM,53,44,YELLOW,34.0,PEN,Depth Competition,2009-05-30,5,2009,0,0,AUS
7260,Mike Wells (AUS),M,FIM,53,40,YELLOW,26.0,PEN,Depth Competition,2009-05-30,5,2009,1,1,AUS
7259,David Tranfield (GBR),M,CNF,42,-2,RED,0.0,DQSP,Depth Competition,2009-05-30,5,2009,14,5,GBR
7258,David Tranfield (GBR),M,CNF,52,-2,RED,0.0,DQBO,Depth Competition,2009-05-30,5,2009,15,6,GBR
7257,Lotta Vilde Wahl (SWE),F,CNF,27,0,WHITE,0.0,OK,Depth Competition,2009-05-30,5,2009,2,1,SWE
7253,Sara Campbell (GBR),F,CWT,75,75,WHITE,75.0,OK,Depth Competition,2009-05-30,5,2009,17,10,GBR
7255,Wendy Timmermans (NLD),F,FIM,54,54,WHITE,54.0,OK,Depth Competition,2009-05-30,5,2009,3,1,NLD
7254,Wendy Timmermans (NLD),F,CNF,43,43,WHITE,43.0,OK,Depth Competition,2009-05-30,5,2009,4,1,NLD
7252,Sara Campbell (GBR),F,CWT,75,0,WHITE,0.0,OK,Depth Competition,2009-05-30,5,2009,18,11,GBR
7251,Alon Rivkind (ISR),M,CWT,60,60,WHITE,60.0,OK,Depth Competition,2009-05-30,5,2009,2,1,ISR
7250,Alon Rivkind (ISR),M,CWT,58,58,WHITE,58.0,OK,Depth Competition,2009-05-30,5,2009,3,2,ISR
7263,Itay Henigsberg (ISR),M,CWT,45,45,WHITE,45.0,OK,Depth Competition,2009-05-30,5,2009,1,1,ISR
7256,Lotta Vilde Wahl (SWE),F,CNF,20,20,WHITE,20.0,OK,Depth Competition,2009-05-30,5,2009,3,2,SWE
7264,Sina Schieweck (DEU),F,CWT,35,35,WHITE,35.0,OK,Depth Competition,2009-05-30,5,2009,0,0,DEU
7273,Marek Apjar (CZE),M,FIM,75,75,WHITE,75.0,OK,Depth Competition,2009-05-30,5,2009,2,0,CZE
7266,Miguel Lozano (ESP),M,FIM,70,70,WHITE,70.0,OK,Depth Competition,2009-05-30,5,2009,0,0,ESP
7249,Bettina Wolfer (CHE),F,FIM,0,0,WHITE,0.0,OK,Depth Competition,2009-05-30,5,2009,15,4,CHE
7246,Mark Harris (GBR),M,CWT,62,62,WHITE,62.0,OK,Depth Competition,2009-05-30,5,2009,16,11,GBR
7277,Akim Adhari (TUN),M,CWT,76,-2,RED,0.0,DQSP,Depth Competition,2009-05-30,5,2009,0,0,TUN
7276,Akim Adhari (TUN),M,CWT,75,75,YELLOW,73.0,PEN,Depth Competition,2009-05-30,5,2009,1,1,TUN
7275,Marc Lenoir (FRA),M,FIM,65,65,WHITE,65.0,OK,Depth Competition,2009-05-30,5,2009,2,2,FRA
7265,Sina Schieweck (DEU),F,CWT,40,31,YELLOW,21.0,PEN,Depth Competition,2009-05-30,5,2009,1,1,DEU
7274,Marc Lenoir (FRA),M,FIM,65,-2,RED,0.0,DQSP,Depth Competition,2009-05-30,5,2009,3,3,FRA
7272,Marek Apjar (CZE),M,FIM,71,71,WHITE,71.0,OK,Depth Competition,2009-05-30,5,2009,3,1,CZE
7271,Flavia Eberhard (MEX),F,FIM,40,40,WHITE,40.0,OK,Depth Competition,2009-05-30,5,2009,3,0,MEX
7270,Flavia Eberhard (MEX),F,CNF,40,35,YELLOW,29.0,PEN,Depth Competition,2009-05-30,5,2009,4,0,MEX
7269,Nanna Kreutzmann (DNK),F,CNF,28,28,YELLOW,23.0,PEN,Depth Competition,2009-05-30,5,2009,1,0,DNK
7268,Nanna Kreutzmann (DNK),F,CNF,25,25,WHITE,25.0,OK,Depth Competition,2009-05-30,5,2009,2,1,DNK
7267,Miguel Lozano (ESP),M,FIM,72,72,WHITE,72.0,OK,Depth Competition,2009-05-30,5,2009,1,1,ESP
7247,Mark Harris (GBR),M,CWT,70,-2,RED,0.0,DQBO,Depth Competition,2009-05-30,5,2009,17,12,GBR
7248,Bettina Wolfer (CHE),F,FIM,53,53,WHITE,53.0,OK,Depth Competition,2009-05-30,5,2009,16,5,CHE
8659,Goh Iromoto (CAN),M,FIM,30,30,WHITE,30.0,OK,Depth Competition,2009-06-13,6,2009,2,0,CAN
8658,Greg Fee (CAN),M,FIM,29,29,WHITE,29.0,OK,Depth Competition,2009-06-13,6,2009,13,0,CAN
8661,Jennifer Balfour (CAN),F,FIM,30,30,WHITE,30.0,OK,Depth Competition,2009-06-13,6,2009,0,0,CAN
8660,Andrew Hogan (CAN),M,FIM,30,30,WHITE,30.0,OK,Depth Competition,2009-06-13,6,2009,5,0,CAN
10832,Sofus Kreutzmann (DNK),M,CWT,62,62,WHITE,62.0,OK,Depth Competition,2009-06-22,6,2009,16,9,DNK
10831,William Winram (CAN),M,FIM,100,86,YELLOW,71.0,PEN,Depth Competition,2009-06-22,6,2009,33,8,CAN
10830,William Winram (CAN),M,CNF,70,64,YELLOW,57.0,PEN,Depth Competition,2009-06-22,6,2009,34,14,CAN
10829,Nicolas Guerry (CHE),M,FIM,70,56,YELLOW,41.0,PEN,Depth Competition,2009-06-22,6,2009,12,3,CHE
10828,Nicolas Guerry (CHE),M,CNF,53,53,WHITE,53.0,OK,Depth Competition,2009-06-22,6,2009,13,1,CHE
10827,Nicolas Guerry (CHE),M,CWT,75,59,YELLOW,42.0,PEN,Depth Competition,2009-06-22,6,2009,14,8,CHE
10826,Johan Thelaus (SWE),M,CWT,101,-2,RED,0.0,DQBO,Depth Competition,2009-06-22,6,2009,16,11,SWE
10825,Guillaume Néry (FRA),M,FIM,80,80,WHITE,80.0,OK,Depth Competition,2009-06-22,6,2009,24,2,FRA
10824,Guillaume Néry (FRA),M,CNF,75,75,WHITE,75.0,OK,Depth Competition,2009-06-22,6,2009,25,3,FRA
10823,Guillaume Néry (FRA),M,CWT,90,90,WHITE,90.0,OK,Depth Competition,2009-06-22,6,2009,26,19,FRA
10822,Jesper Stechmann (DNK),M,CNF,62,-2,RED,0.0,DQSP,Depth Competition,2009-06-22,6,2009,16,5,DNK
10821,Jesper Stechmann (DNK),M,CWT,91,91,WHITE,91.0,OK,Depth Competition,2009-06-22,6,2009,17,8,DNK
10819,Mikael Asp (SWE),M,CNF,41,41,WHITE,41.0,OK,Depth Competition,2009-06-22,6,2009,7,0,SWE
10818,Mikael Asp (SWE),M,CWT,55,55,WHITE,55.0,OK,Depth Competition,2009-06-22,6,2009,8,6,SWE
10833,Sofus Kreutzmann (DNK),M,CNF,45,45,WHITE,45.0,OK,Depth Competition,2009-06-22,6,2009,17,4,DNK
10834,Sofus Kreutzmann (DNK),M,FIM,55,55,WHITE,55.0,OK,Depth Competition,2009-06-22,6,2009,18,3,DNK
10820,Mikael Asp (SWE),M,FIM,60,55,YELLOW,49.0,PEN,Depth Competition,2009-06-22,6,2009,9,1,SWE
10836,Liv Philip (GBR),F,CNF,42,42,WHITE,42.0,OK,Depth Competition,2009-06-22,6,2009,15,2,GBR
10867,Giannis Spyropoulos (GRC),M,CWT,40,40,YELLOW,34.0,PEN,Depth Competition,2009-06-22,6,2009,0,0,GRC
10866,Romain Boisvieux (FRA),M,FIM,48,48,WHITE,48.0,OK,Depth Competition,2009-06-22,6,2009,0,0,FRA
10865,Romain Boisvieux (FRA),M,CWT,45,45,WHITE,45.0,OK,Depth Competition,2009-06-22,6,2009,1,0,FRA
10852,David Tranfield (GBR),M,CNF,44,44,WHITE,44.0,OK,Depth Competition,2009-06-22,6,2009,16,7,GBR
10864,Adel Abu Haliqa (ARE),M,FIM,37,37,WHITE,37.0,OK,Depth Competition,2009-06-22,6,2009,0,0,ARE
10863,Adel Abu Haliqa (ARE),M,CNF,21,21,WHITE,21.0,OK,Depth Competition,2009-06-22,6,2009,1,0,ARE
10868,Mayra Vez (CHE),F,CWT,33,33,WHITE,33.0,OK,Depth Competition,2009-06-22,6,2009,0,0,CHE
10853,Kaj Toivola (FIN),M,CWT,50,50,WHITE,50.0,OK,Depth Competition,2009-06-22,6,2009,0,0,FIN
10855,Philippe Beauchamp (CAN),M,CNF,43,43,WHITE,43.0,OK,Depth Competition,2009-06-22,6,2009,0,0,CAN
10856,Philippe Beauchamp (CAN),M,FIM,50,50,WHITE,50.0,OK,Depth Competition,2009-06-22,6,2009,1,0,CAN
10857,Jakob Hansen (DNK),M,CWT,85,85,WHITE,85.0,OK,Depth Competition,2009-06-22,6,2009,6,4,DNK
10858,Jakob Hansen (DNK),M,CNF,46,46,WHITE,46.0,OK,Depth Competition,2009-06-22,6,2009,7,1,DNK
10859,Stuart Bond (GBR),M,CWT,57,57,WHITE,57.0,OK,Depth Competition,2009-06-22,6,2009,7,5,GBR
10860,Rune Hallum (DNK),M,CWT,63,63,WHITE,63.0,OK,Depth Competition,2009-06-22,6,2009,0,0,DNK
10854,Philippe Beauchamp (CAN),M,CWT,58,46,YELLOW,33.0,PEN,Depth Competition,2009-06-22,6,2009,2,0,CAN
10869,Mayra Vez (CHE),F,CNF,20,20,WHITE,20.0,OK,Depth Competition,2009-06-22,6,2009,1,0,CHE
10870,Mayra Vez (CHE),F,FIM,40,38,YELLOW,35.0,PEN,Depth Competition,2009-06-22,6,2009,2,0,CHE
10835,Liv Philip (GBR),F,CWT,60,60,WHITE,60.0,OK,Depth Competition,2009-06-22,6,2009,16,9,GBR
10837,Liv Philip (GBR),F,FIM,50,50,WHITE,50.0,OK,Depth Competition,2009-06-22,6,2009,17,4,GBR
10838,Per Westin (SWE),M,CWT,80,80,WHITE,80.0,OK,Depth Competition,2009-06-22,6,2009,11,6,SWE
10839,Maria Livbjerg (DNK),F,CWT,65,65,WHITE,65.0,OK,Depth Competition,2009-06-22,6,2009,17,10,DNK
10840,Maria Livbjerg (DNK),F,CNF,43,-2,RED,0.0,DQBO,Depth Competition,2009-06-22,6,2009,18,4,DNK
10841,Aris Ioannidis (GRC),M,CWT,55,44,YELLOW,32.0,PEN,Depth Competition,2009-06-22,6,2009,9,1,GRC
10842,Aris Ioannidis (GRC),M,CNF,52,44,YELLOW,35.0,PEN,Depth Competition,2009-06-22,6,2009,10,5,GRC
10843,Aris Ioannidis (GRC),M,FIM,57,57,WHITE,57.0,OK,Depth Competition,2009-06-22,6,2009,11,3,GRC
10844,Robert King (USA),M,CWT,79,65,YELLOW,50.0,PEN,Depth Competition,2009-06-22,6,2009,25,13,USA
10845,Robert King (USA),M,FIM,82,82,WHITE,82.0,OK,Depth Competition,2009-06-22,6,2009,26,6,USA
10846,Christian Barkholdt Møller (DNK),M,CNF,58,58,WHITE,58.0,OK,Depth Competition,2009-06-22,6,2009,0,0,DNK
10847,Georgina Miller (GBR),F,CWT,48,48,WHITE,48.0,OK,Depth Competition,2009-06-22,6,2009,27,16,GBR
10848,Giorgos Sakkas (GRC),M,CWT,60,60,WHITE,60.0,OK,Depth Competition,2009-06-22,6,2009,6,3,GRC
10849,Giorgos Sakkas (GRC),M,CNF,46,46,YELLOW,45.0,PEN,Depth Competition,2009-06-22,6,2009,7,1,GRC
10850,Giorgos Sakkas (GRC),M,FIM,62,62,WHITE,62.0,OK,Depth Competition,2009-06-22,6,2009,8,2,GRC
10851,Anna Von Boetticher (DEU),F,CWT,60,60,WHITE,60.0,OK,Depth Competition,2009-06-22,6,2009,19,8,DEU
10861,Rune Hallum (DNK),M,CNF,48,48,WHITE,48.0,OK,Depth Competition,2009-06-22,6,2009,1,0,DNK
10862,Adel Abu Haliqa (ARE),M,CWT,43,43,WHITE,43.0,OK,Depth Competition,2009-06-22,6,2009,2,0,ARE
7243,Flavia Eberhard (MEX),F,CWT,55,57,WHITE,55.0,OK,Depth Competition,2009-06-27,6,2009,5,3,MEX
7244,Marc Lenoir (FRA),M,FIM,71,66,YELLOW,60.0,PEN,Depth Competition,2009-06-27,6,2009,4,4,FRA
7242,Flavia Eberhard (MEX),F,CNF,35,36,WHITE,35.0,OK,Depth Competition,2009-06-27,6,2009,6,1,MEX
7241,Sara Campbell (GBR),F,CWT,100,20,YELLOW,20.0,PEN,Depth Competition,2009-06-27,6,2009,19,12,GBR
7240,Sara Campbell (GBR),F,CWT,100,-2,RED,0.0,DQBO,Depth Competition,2009-06-27,6,2009,20,13,GBR
7245,Marc Lenoir (FRA),M,FIM,71,59,YELLOW,47.0,PEN,Depth Competition,2009-06-27,6,2009,5,5,FRA
11625,Jana Oujezdska (CZE),F,CWT,47,43,YELLOW,38.0,PEN,Depth Competition,2009-07-03,7,2009,11,6,CZE
11624,Radek Veverka (CZE),M,CWT,52,52,WHITE,52.0,OK,Depth Competition,2009-07-03,7,2009,1,1,CZE
11623,Radek Veverka (CZE),M,CNF,40,-2,RED,0.0,DQBO,Depth Competition,2009-07-03,7,2009,2,0,CZE
11622,David Cizek (CZE),M,CNF,52,42,YELLOW,31.0,PEN,Depth Competition,2009-07-03,7,2009,7,3,CZE
11621,David Cizek (CZE),M,CNF,45,45,WHITE,45.0,OK,Depth Competition,2009-07-03,7,2009,8,4,CZE
11620,Michal Risian (CZE),M,CNF,63,53,YELLOW,42.0,PEN,Depth Competition,2009-07-03,7,2009,1,0,CZE
11619,Michal Risian (CZE),M,CNF,58,58,WHITE,58.0,OK,Depth Competition,2009-07-03,7,2009,2,1,CZE
11617,Tomo Vrdoljak (HRV),M,CNF,55,55,WHITE,55.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11626,Jana Oujezdska (CZE),F,FIM,42,38,YELLOW,33.0,PEN,Depth Competition,2009-07-03,7,2009,12,2,CZE
11615,Magda Milas (HRV),F,CNF,36,36,WHITE,36.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11614,Veljano Zanki (HRV),M,FIM,80,-2,RED,0.0,DQSP,Depth Competition,2009-07-03,7,2009,5,2,HRV
11613,Robert Horváth (HUN),M,FIM,55,-2,RED,0.0,DQBO,Depth Competition,2009-07-03,7,2009,3,1,HUN
11612,Goran Colak (HRV),M,FIM,76,76,WHITE,76.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11611,Goran Colak (HRV),M,CNF,56,0,WHITE,0.0,OK,Depth Competition,2009-07-03,7,2009,4,1,HRV
11618,Tomo Vrdoljak (HRV),M,CNF,54,-2,RED,0.0,DQSP,Depth Competition,2009-07-03,7,2009,4,2,HRV
11627,Jana Skrobova (CZE),F,CNF,35,21,YELLOW,6.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,CZE
11629,Božidar Petani (HRV),M,CNF,45,45,WHITE,45.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11610,Martin Zajac (SVK),M,FIM,77,70,YELLOW,62.0,PEN,Depth Competition,2009-07-03,7,2009,6,2,SVK
11645,Roman Ondruj (CZE),M,CWT,79,59,YELLOW,38.0,PEN,Depth Competition,2009-07-03,7,2009,2,2,CZE
11644,Bruno Segvic (HRV),M,FIM,73,63,YELLOW,52.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,HRV
11643,Bruno Segvic (HRV),M,CWT,77,54,YELLOW,30.0,PEN,Depth Competition,2009-07-03,7,2009,1,0,HRV
11642,Mihaela Romic (HRV),F,FIM,51,41,YELLOW,29.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,HRV
11641,Mihaela Romic (HRV),F,CWT,43,-2,RED,0.0,DQSP,Depth Competition,2009-07-03,7,2009,1,0,HRV
11640,Jan Melichar (CZE),M,FIM,52,52,WHITE,52.0,OK,Depth Competition,2009-07-03,7,2009,0,0,CZE
11639,Florian Gerault (FRA),M,CWT,66,53,YELLOW,39.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,FRA
11628,Nataša Stipanov (HRV),F,FIM,45,45,WHITE,45.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11638,Florian Gerault (FRA),M,CNF,32,32,WHITE,32.0,OK,Depth Competition,2009-07-03,7,2009,1,0,FRA
11636,Laszlo Talian (HUN),M,CNF,29,12,YELLOW,12.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,HUN
11635,Antonijo Koderman (SVN),M,CWT,57,57,WHITE,57.0,OK,Depth Competition,2009-07-03,7,2009,0,0,SVN
11634,Antonijo Koderman (SVN),M,CNF,46,46,WHITE,46.0,OK,Depth Competition,2009-07-03,7,2009,1,0,SVN
11633,Mario Brcic (HRV),M,FIM,65,65,WHITE,65.0,OK,Depth Competition,2009-07-03,7,2009,0,0,HRV
11632,Mario Brcic (HRV),M,CWT,81,75,YELLOW,68.0,PEN,Depth Competition,2009-07-03,7,2009,1,0,HRV
11631,Mateja Radulovic (HRV),F,FIM,20,15,YELLOW,9.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,HRV
11630,Božidar Petani (HRV),M,FIM,65,65,WHITE,65.0,OK,Depth Competition,2009-07-03,7,2009,4,1,HRV
11637,Laszlo Talian (HUN),M,FIM,51,34,YELLOW,16.0,PEN,Depth Competition,2009-07-03,7,2009,1,0,HUN
11609,Martin Zajac (SVK),M,CWT,80,80,WHITE,80.0,OK,Depth Competition,2009-07-03,7,2009,7,4,SVK
11616,Magda Milas (HRV),F,CNF,30,30,WHITE,30.0,OK,Depth Competition,2009-07-03,7,2009,4,2,HRV
11607,Matej Mihailovski (SVN),M,CWT,70,70,WHITE,70.0,OK,Depth Competition,2009-07-03,7,2009,5,3,SVN
11587,Jan Honysch (CZE),M,CWT,80,80,WHITE,80.0,OK,Depth Competition,2009-07-03,7,2009,3,2,CZE
11586,Heidi Heidenreich (DEU),F,CNF,30,30,WHITE,30.0,OK,Depth Competition,2009-07-03,7,2009,8,0,DEU
11588,Jan Honysch (CZE),M,FIM,70,70,WHITE,70.0,OK,Depth Competition,2009-07-03,7,2009,4,1,CZE
11589,Luka Pengov (SVN),M,CNF,47,47,WHITE,47.0,OK,Depth Competition,2009-07-03,7,2009,4,1,SVN
11590,Luka Pengov (SVN),M,CWT,65,63,YELLOW,60.0,PEN,Depth Competition,2009-07-03,7,2009,5,2,SVN
11591,Petr Augusta (CZE),M,CNF,41,41,WHITE,41.0,OK,Depth Competition,2009-07-03,7,2009,0,0,CZE
11592,Petr Augusta (CZE),M,FIM,61,61,WHITE,61.0,OK,Depth Competition,2009-07-03,7,2009,1,0,CZE
11593,Jure Daic (SVN),M,CNF,58,58,WHITE,58.0,OK,Depth Competition,2009-07-03,7,2009,5,2,SVN
11594,Jure Daic (SVN),M,CWT,80,80,WHITE,80.0,OK,Depth Competition,2009-07-03,7,2009,6,2,SVN
11608,Matej Mihailovski (SVN),M,FIM,75,75,WHITE,75.0,OK,Depth Competition,2009-07-03,7,2009,6,1,SVN
11596,Nikola Storga (HRV),M,CNF,41,41,WHITE,41.0,OK,Depth Competition,2009-07-03,7,2009,0,0,HRV
11597,Jarmila Slovenčíková (CZE),F,CNF,47,47,WHITE,47.0,OK,Depth Competition,2009-07-03,7,2009,15,4,CZE
11598,Jarmila Slovenčíková (CZE),F,CWT,52,52,WHITE,52.0,OK,Depth Competition,2009-07-03,7,2009,16,8,CZE
11585,Heidi Heidenreich (DEU),F,CNF,33,33,WHITE,33.0,OK,Depth Competition,2009-07-03,7,2009,9,1,DEU
11595,Tomislav Svilicic (HRV),M,CWT,69,69,WHITE,69.0,OK,Depth Competition,2009-07-03,7,2009,6,2,HRV
11605,Domagoj Jakovac (HRV),M,CNF,57,57,WHITE,57.0,OK,Depth Competition,2009-07-03,7,2009,3,1,HRV
11606,Domagoj Jakovac (HRV),M,CNF,53,53,YELLOW,52.0,PEN,Depth Competition,2009-07-03,7,2009,4,2,HRV
11604,Miklós Bauer (HUN),M,FIM,50,36,YELLOW,21.0,PEN,Depth Competition,2009-07-03,7,2009,0,0,HUN
11603,Miklós Bauer (HUN),M,CNF,30,24,YELLOW,17.0,PEN,Depth Competition,2009-07-03,7,2009,1,0,HUN
11602,Vedrana Vidovic (HRV),F,FIM,45,45,WHITE,45.0,OK,Depth Competition,2009-07-03,7,2009,5,2,HRV
11601,Vedrana Vidovic (HRV),F,CWT,47,47,WHITE,47.0,OK,Depth Competition,2009-07-03,7,2009,6,2,HRV
11600,Lidija Lijic (HRV),F,FIM,37,31,YELLOW,24.0,PEN,Depth Competition,2009-07-03,7,2009,3,1,HRV
11599,Lidija Lijic (HRV),F,CWT,40,20,YELLOW,20.0,PEN,Depth Competition,2009-07-03,7,2009,4,1,HRV
11584,Petr Vala (CZE),M,CNF,42,42,WHITE,42.0,OK,Depth Competition,2009-07-03,7,2009,10,1,CZE
